#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#
# FACTION MAIN
#
CB_NAME_OVERTHROWRULER;Overthrow Ruler;Renverser le Suzerain;Herrscher stürzen;;Gobernante derrocado;;;;;;;;;x
EVTDESC_PlusFaction_304_Content;One by one, in order of prestige and rank, the Lords and Ladies of the faction assemble at my residence in [Root.Capital.GetName]. The prevailing mood towards [Root.Liege.GetTitledFirstNameNoRegnal] is mixed but not hostile, and thus it is clear that they expect me as the faction leader to set the agenda for the coming meeting.;One by one, in order of prestige and rank, the Lords and Ladies of the faction assemble at my residence in [Root.Capital.GetName]. The prevailing mood towards [Root.Liege.GetTitledFirstNameNoRegnal] is mixed but not hostile, and thus it is clear that they expect me as the faction leader to set the agenda for the coming meeting.;One by one, in order of prestige and rank, the Lords and Ladies of the faction assemble at my residence in [Root.Capital.GetName]. The prevailing mood towards [Root.Liege.GetTitledFirstNameNoRegnal] is mixed but not hostile, and thus it is clear that they expect me as the faction leader to set the agenda for the coming meeting.;;One by one, in order of prestige and rank, the Lords and Ladies of the faction assemble at my residence in [Root.Capital.GetName]. The prevailing mood towards [Root.Liege.GetTitledFirstNameNoRegnal] is mixed but not hostile, and thus it is clear that they expect me as the faction leader to set the agenda for the coming meeting.;;;;;;;;;x
EVTDESC_PlusFaction_304_Unhappy;One by one, the Lords and Ladies of the faction assemble at my residence in [Root.Capital.GetName]. It is quite clear that everyone is displeased with how things are going in [Root.Liege.PrimaryTitle.GetName], and much of it is blamed on [Root.Liege.GetTitledFirstNameNoRegnal]. As faction leader, I am expected to address them and set the agenda for the coming meeting.;One by one, the Lords and Ladies of the faction assemble at my residence in [Root.Capital.GetName]. It is quite clear that everyone is displeased with how things are going in [Root.Liege.PrimaryTitle.GetName], and much of it is blamed on [Root.Liege.GetTitledFirstNameNoRegnal]. As faction leader, I am expected to address them and set the agenda for the coming meeting.;One by one, the Lords and Ladies of the faction assemble at my residence in [Root.Capital.GetName]. It is quite clear that everyone is displeased with how things are going in [Root.Liege.PrimaryTitle.GetName], and much of it is blamed on [Root.Liege.GetTitledFirstNameNoRegnal]. As faction leader, I am expected to address them and set the agenda for the coming meeting.;;One by one, the Lords and Ladies of the faction assemble at my residence in [Root.Capital.GetName]. It is quite clear that everyone is displeased with how things are going in [Root.Liege.PrimaryTitle.GetName], and much of it is blamed on [Root.Liege.GetTitledFirstNameNoRegnal]. As faction leader, I am expected to address them and set the agenda for the coming meeting.;;;;;;;;;x
EVTDESC_PlusFaction_304_Angry;One by one, the Lords and Ladies of the faction assemble at my residence in [Root.Capital.GetName]. It is immediately clear what is on everyone's mind: their common enmity towards [Root.Liege.GetTitledFirstNameNoRegnal]. Already arguments have started over what to do, and thus they turn to me as faction leader to take charge of the situation and set the coming agenda.;One by one, the Lords and Ladies of the faction assemble at my residence in [Root.Capital.GetName]. It is immediately clear what is on everyone's mind: their common enmity towards [Root.Liege.GetTitledFirstNameNoRegnal]. Already arguments have started over what to do, and thus they turn to me as faction leader to take charge of the situation and set the coming agenda.;One by one, the Lords and Ladies of the faction assemble at my residence in [Root.Capital.GetName]. It is immediately clear what is on everyone's mind: their common enmity towards [Root.Liege.GetTitledFirstNameNoRegnal]. Already arguments have started over what to do, and thus they turn to me as faction leader to take charge of the situation and set the coming agenda.;;One by one, the Lords and Ladies of the faction assemble at my residence in [Root.Capital.GetName]. It is immediately clear what is on everyone's mind: their common enmity towards [Root.Liege.GetTitledFirstNameNoRegnal]. Already arguments have started over what to do, and thus they turn to me as faction leader to take charge of the situation and set the coming agenda.;;;;;;;;;x
EVTOPTA_PlusFaction_304;I will strengthen my position within the faction;I will strengthen my position within the faction;I will strengthen my position within the faction;;I will strengthen my position within the faction;;;;;;;;;x
EVTOPTB_PlusFaction_304;I plan to rally support for [Root.Liege.GetTitledFirstNameNoRegnal];I plan to rally support for [Root.Liege.GetTitledFirstNameNoRegnal];I plan to rally support for [Root.Liege.GetTitledFirstNameNoRegnal];;I plan to rally support for [Root.Liege.GetTitledFirstNameNoRegnal];;;;;;;;;x
EVTOPTC_PlusFaction_304;I will stir discontent towards [Root.Liege.GetTitledFirstNameNoRegnal];I will stir discontent towards [Root.Liege.GetTitledFirstNameNoRegnal];I will stir discontent towards [Root.Liege.GetTitledFirstNameNoRegnal];;I will stir discontent towards [Root.Liege.GetTitledFirstNameNoRegnal];;;;;;;;;x
EVTOPTD_PlusFaction_304;I have no particular agenda in mind;I have no particular agenda in mind;I have no particular agenda in mind;;I have no particular agenda in mind;;;;;;;;;x
EVTOPTE_PlusFaction_304;[Root.Liege.GetTitledFirstNameNoRegnal] must step down or be overthrown!;[Root.Liege.GetTitledFirstNameNoRegnal] must step down or be overthrown!;[Root.Liege.GetTitledFirstNameNoRegnal] must step down or be overthrown!;;[Root.Liege.GetTitledFirstNameNoRegnal] must step down or be overthrown!;;;;;;;;;x
EVTOPTF_PlusFaction_304;[Root.Liege.GetTitledFirstNameNoRegnal] will give us what we want or face civil war!;[Root.Liege.GetTitledFirstNameNoRegnal] will give us what we want or face civil war!;[Root.Liege.GetTitledFirstNameNoRegnal] will give us what we want or face civil war!;;[Root.Liege.GetTitledFirstNameNoRegnal] will give us what we want or face civil war!;;;;;;;;;x
EVTOPTG_PlusFaction_304;I will urge them to reconcile with [Root.Liege.GetTitledFirstNameNoRegnal];I will urge them to reconcile with [Root.Liege.GetTitledFirstNameNoRegnal];I will urge them to reconcile with [Root.Liege.GetTitledFirstNameNoRegnal];;I will urge them to reconcile with [Root.Liege.GetTitledFirstNameNoRegnal];;;;;;;;;x
EVTOPTH_PlusFaction_304;Let us discuss our complaints in detail;Let us discuss our complaints in detail;Let us discuss our complaints in detail;;Let us discuss our complaints in detail;;;;;;;;;x
EVTOPTI_PlusFaction_304;We are not yet strong enough to act;We are not yet strong enough to act;We are not yet strong enough to act;;We are not yet strong enough to act;;;;;;;;;x
EVTOPTJ_PlusFaction_304;Now is not the time for us to make our move;Now is not the time for us to make our move;Now is not the time for us to make our move;;Now is not the time for us to make our move;;;;;;;;;x
EVTDESC_PlusFaction_305A;While the members of our faction were angry and eager to take action against [From.Liege.GetTitledFirstNameNoRegnal], [From.GetTitledFirstNameNoRegnal] urged us to consider the current war. We must all act to protect [From.Liege.PrimaryTitle.GetName] now, and reconvene another time to consider our options.;While the members of our faction were angry and eager to take action against [From.Liege.GetTitledFirstNameNoRegnal], [From.GetTitledFirstNameNoRegnal] urged us to consider the current war. We must all act to protect [From.Liege.PrimaryTitle.GetName] now, and reconvene another time to consider our options.;While the members of our faction were angry and eager to take action against [From.Liege.GetTitledFirstNameNoRegnal], [From.GetTitledFirstNameNoRegnal] urged us to consider the current war. We must all act to protect [From.Liege.PrimaryTitle.GetName] now, and reconvene another time to consider our options.;;While the members of our faction were angry and eager to take action against [From.Liege.GetTitledFirstNameNoRegnal], [From.GetTitledFirstNameNoRegnal] urged us to consider the current war. We must all act to protect [From.Liege.PrimaryTitle.GetName] now, and reconvene another time to consider our options.;;;;;;;;;x
EVTDESC_PlusFaction_305B;While the members of our faction were angry and eager to take action against [From.Liege.GetTitledFirstNameNoRegnal], [From.GetTitledFirstNameNoRegnal] maintained that we were not in a position to move against [From.Liege.GetHerHim] just yet. And thus nothing can be done until another meeting is held.;While the members of our faction were angry and eager to take action against [From.Liege.GetTitledFirstNameNoRegnal], [From.GetTitledFirstNameNoRegnal] maintained that we were not in a position to move against [From.Liege.GetHerHim] just yet. And thus nothing can be done until another meeting is held.;While the members of our faction were angry and eager to take action against [From.Liege.GetTitledFirstNameNoRegnal], [From.GetTitledFirstNameNoRegnal] maintained that we were not in a position to move against [From.Liege.GetHerHim] just yet. And thus nothing can be done until another meeting is held.;;While the members of our faction were angry and eager to take action against [From.Liege.GetTitledFirstNameNoRegnal], [From.GetTitledFirstNameNoRegnal] maintained that we were not in a position to move against [From.Liege.GetHerHim] just yet. And thus nothing can be done until another meeting is held.;;;;;;;;;x
EVTDESC_PlusFaction_305C;[From.GetTitledFirstNameNoRegnal] has contacted the rest of the faction to inform us that [From.Liege.GetTitledFirstNameNoRegnal] has refused our demand. Despite this, [From.GetTitledFirstNameNoRegnal] does not believe we are in a position to go to war, and has decided to let the matter drop for now.;[From.GetTitledFirstNameNoRegnal] has contacted the rest of the faction to inform us that [From.Liege.GetTitledFirstNameNoRegnal] has refused our demand. Despite this, [From.GetTitledFirstNameNoRegnal] does not believe we are in a position to go to war, and has decided to let the matter drop for now.;[From.GetTitledFirstNameNoRegnal] has contacted the rest of the faction to inform us that [From.Liege.GetTitledFirstNameNoRegnal] has refused our demand. Despite this, [From.GetTitledFirstNameNoRegnal] does not believe we are in a position to go to war, and has decided to let the matter drop for now.;;[From.GetTitledFirstNameNoRegnal] has contacted the rest of the faction to inform us that [From.Liege.GetTitledFirstNameNoRegnal] has refused our demand. Despite this, [From.GetTitledFirstNameNoRegnal] does not believe we are in a position to go to war, and has decided to let the matter drop for now.;;;;;;;;;x
EVTOPTA_PlusFaction_305;Fair enough;Fair enough;Fair enough;;Fair enough;;;;;;;;;x
EVTOPTB_PlusFaction_305;I trust [From.GetTitledFirstNameNoRegnal]'s judgment;I trust [From.GetTitledFirstNameNoRegnal]'s judgment;I trust [From.GetTitledFirstNameNoRegnal]'s judgment;;I trust [From.GetTitledFirstNameNoRegnal]'s judgment;;;;;;;;;x
EVTOPTC_PlusFaction_305;Nothing? This is an outrage!;Nothing? This is an outrage!;Nothing? This is an outrage!;;Nothing? This is an outrage!;;;;;;;;;x
EVTDESC_PlusFaction_306;While [From.GetTitledFirstNameNoRegnal] called the faction together, it ultimately turned out to be nothing more than a social occasion with little of importance to discuss. A few of those present expressed frustration at the pointlessness of the entire affair.;While [From.GetTitledFirstNameNoRegnal] called the faction together, it ultimately turned out to be nothing more than a social occasion with little of importance to discuss. A few of those present expressed frustration at the pointlessness of the entire affair.;While [From.GetTitledFirstNameNoRegnal] called the faction together, it ultimately turned out to be nothing more than a social occasion with little of importance to discuss. A few of those present expressed frustration at the pointlessness of the entire affair.;;While [From.GetTitledFirstNameNoRegnal] called the faction together, it ultimately turned out to be nothing more than a social occasion with little of importance to discuss. A few of those present expressed frustration at the pointlessness of the entire affair.;;;;;;;;;x
EVTOPTA_PlusFaction_306;I don't mind, to be honest;I don't mind, to be honest;I don't mind, to be honest;;I don't mind, to be honest;;;;;;;;;x
EVTOPTB_PlusFaction_306;I happen to agree with them;I happen to agree with them;I happen to agree with them;;I happen to agree with them;;;;;;;;;x
EVTDESC_PlusFaction_307A;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Court Faction.;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Court Faction.;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Court Faction.;;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Court Faction.;;;;;;;;;x
EVTDESC_PlusFaction_307B;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Prosperity Faction.;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Prosperity Faction.;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Prosperity Faction.;;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Prosperity Faction.;;;;;;;;;x
EVTDESC_PlusFaction_307C;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Glory Faction.;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Glory Faction.;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Glory Faction.;;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Glory Faction.;;;;;;;;;x
EVTDESC_PlusFaction_307D;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Tradition Faction.;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Tradition Faction.;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Tradition Faction.;;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Tradition Faction.;;;;;;;;;x
EVTDESC_PlusFaction_308;For obvious reasons, our faction meeting will have to be postponed.\n\nSincerely,\n[From.GetTitledName];For obvious reasons, our faction meeting will have to be postponed.\n\nSincerely,\n[From.GetTitledName];For obvious reasons, our faction meeting will have to be postponed.\n\nSincerely,\n[From.GetTitledName];;For obvious reasons, our faction meeting will have to be postponed.\n\nSincerely,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_310;I have decided that this meeting is best spent promoting the interests of my most important ally - myself. How will I proceed?;J'ai décidé que je passeroi cette réunion à promouvoir les intérests de mon allié le plus important - moi-mesme. Comment vois-je procéder ?;I have decided that this meeting is best spent promoting the interests of my most important ally - myself. How will I proceed?;;I have decided that this meeting is best spent promoting the interests of my most important ally - myself. How will I proceed?;;;;;;;;;x
EVTOPTA_PlusFaction_310;Hold a self-congratulatory speech;Tenir un discours d'auto-congratulation;Hold a self-congratulatory speech;;Hold a self-congratulatory speech;;;;;;;;;x
EVTOPTB_PlusFaction_310;Ask the faction for 'membership dues';Demander des cotisations aulx membres;Ask the faction for 'membership dues';;Ask the faction for 'membership dues';;;;;;;;;x
EVTDESC_PlusFaction_311_Great;With a steady voice and eloquent rhetoric, you deliver what is perhaps the greatest speech of your life. Praising your friends, denouncing your enemies and subtly reinforcing your virtues, you soon have the whole faction on their feet, applauding and shouting your name.;Avec une voix assurée et une rhétorique éloquente, vous donnez ce qui est peult-estre le plus grand discours de votre vie. Louant vos amis, accusant vos ennemis et soulignant subtilement vos vertus, la faction entière est bientost à vos pieds, applaudissant et criant votre nom.;With a steady voice and eloquent rhetoric, you deliver what is perhaps the greatest speech of your life. Praising your friends, denouncing your enemies and subtly reinforcing your virtues, you soon have the whole faction on their feet, applauding and shouting your name.;;With a steady voice and eloquent rhetoric, you deliver what is perhaps the greatest speech of your life. Praising your friends, denouncing your enemies and subtly reinforcing your virtues, you soon have the whole faction on their feet, applauding and shouting your name.;;;;;;;;;x
EVTDESC_PlusFaction_311_Good;Speaking to the assembled Lords, you manage to win over most of the audience with your skillful rhetoric and even elicit some applause and cheering at the end.;En parlant aulx Seigneurs réunis avec une rhétorique maitrisée, vous réussissez à rallier à votre cause la majeure partie de l'audience,et mesme à susciter quelques acclamations et applaudissements à la fin.;Speaking to the assembled Lords, you manage to win over most of the audience with your skillful rhetoric and even elicit some applause and cheering at the end.;;Speaking to the assembled Lords, you manage to win over most of the audience with your skillful rhetoric and even elicit some applause and cheering at the end.;;;;;;;;;x
EVTDESC_PlusFaction_311_Fair;Stumbling on a word here and there, you nonetheless manage to deliver a more or less coherent speech to the assembled Lords. The applause is merely polite, but at least nobody is heckling you.;Trébuchant sur quelques mots, vous réussissez néamoins à donner un discours plus ou moins cohérent aulx Seigneurs réunis. Des applaudissements polis résonnent, mais au moins personne ne vous siffle.;Stumbling on a word here and there, you nonetheless manage to deliver a more or less coherent speech to the assembled Lords. The applause is merely polite, but at least nobody is heckling you.;;Stumbling on a word here and there, you nonetheless manage to deliver a more or less coherent speech to the assembled Lords. The applause is merely polite, but at least nobody is heckling you.;;;;;;;;;x
EVTDESC_PlusFaction_311_Poor;Your attempts to win over the assembled Lords with your rhetoric falls on deaf ears. You stumble on phrasing, mispronounce words and forget the name of an important noble in the room. What little applause you get at the end is muted by jeers, but at least nobody is laughing.;Vos efforts rhétoriques pour rassembler les Seigneurs réunis à votre cause tombent dans l'oreille d'un sourd. Vous bégayez, écorchez des mots et oubliez le nom d'un noble important.Les quelques applaudissements sont étouffés par les huées, mais au moins personne ne rit.;Your attempts to win over the assembled Lords with your rhetoric falls on deaf ears. You stumble on phrasing, mispronounce words and forget the name of an important noble in the room. What little applause you get at the end is muted by jeers, but at least nobody is laughing.;;Your attempts to win over the assembled Lords with your rhetoric falls on deaf ears. You stumble on phrasing, mispronounce words and forget the name of an important noble in the room. What little applause you get at the end is muted by jeers, but at least nobody is laughing.;;;;;;;;;x
EVTDESC_PlusFaction_311_Terrible;Mere seconds after you begin to speak to the assembled Lords, you know that things are about to go badly. What follows are several long minutes of humiliation as you struggle your way through what you intended to be an inspiring speech. In the end, you are laughed out of the room and uncermoniously removed from leadership.;Quelques secondes après avoir commencé à parler aulx Seigneurs réunis, vous savez que les choses vont mal se passer. Ce qui suit sont plusieurs longues minutes d'humiliation alors que vous peinez à donner ce qui auroit du estre un discours inspirant. A la fin, les rires vous chassent de la pièce et votre position de meneur vous est retirée sans cérémonie.;Mere seconds after you begin to speak to the assembled Lords, you know that things are about to go badly. What follows are several long minutes of humiliation as you struggle your way through what you intended to be an inspiring speech. In the end, you are laughed out of the room and uncermoniously removed from leadership.;;Mere seconds after you begin to speak to the assembled Lords, you know that things are about to go badly. What follows are several long minutes of humiliation as you struggle your way through what you intended to be an inspiring speech. In the end, you are laughed out of the room and uncermoniously removed from leadership.;;;;;;;;;x
EVTOPTA_PlusFaction_311;They will surely support me now!;Ils vont susrement me soutenir maintenant !;They will surely support me now!;;They will surely support me now!;;;;;;;;;x
EVTOPTB_PlusFaction_311;I have gained new allies;J'ai gagné de nouveaulx alliés.;I have gained new allies;;I have gained new allies;;;;;;;;;x
EVTOPTC_PlusFaction_311;At least I did a little good;Au moins, j'ai fait quelques bonnes choses;At least I did a little good;;At least I did a little good;;;;;;;;;x
EVTOPTD_PlusFaction_311;I suppose it wasn't a complete disaster;J'imagine que ce n'estoit point un désastre complet;I suppose it wasn't a complete disaster;;I suppose it wasn't a complete disaster;;;;;;;;;x
EVTOPTE_PlusFaction_311;How could this have happened to me?!;Comment cela a-t-il pu m'arriver ?;How could this have happened to me?!;;How could this have happened to me?!;;;;;;;;;x
EVTDESC_PlusFaction_312_Great;With a steady voice and eloquent rhetoric, [From.GetBestName] delivers an inspiring speech to the assembled Lords. By the end of it you are on your feet, applauding and shouting [From.GetHerHis] name.;Avec une voix assurée et une rhétorique éloquente, [From.GetBestName] donne un discours inspirant aulx Seigneurs réunis. A la fin du discours vous estes debout, applaudissant et criant le nom de  [From.GetBestName].;With a steady voice and eloquent rhetoric, [From.GetBestName] delivers an inspiring speech to the assembled Lords. By the end of it you are on your feet, applauding and shouting [From.GetHerHis] name.;;With a steady voice and eloquent rhetoric, [From.GetBestName] delivers an inspiring speech to the assembled Lords. By the end of it you are on your feet, applauding and shouting [From.GetHerHis] name.;;;;;;;;;x
EVTDESC_PlusFaction_312_Good;Speaking to the assembled Lords, [From.GetBestName] manages to win over the audience with [From.GetHerHis] skillful rhetoric and even elicit some applause and cheering at the end.;En parlant aulx Seigneurs réunis avec une rhétorique maitrisée, [From.GetBestName] réussit à rallier à [From.GetHerHis] cause la majeure partie de l'audience,et mesme à susciter quelques acclamations et applaudissements à la fin.;Speaking to the assembled Lords, [From.GetBestName] manages to win over the audience with [From.GetHerHis] skillful rhetoric and even elicit some applause and cheering at the end.;;Speaking to the assembled Lords, [From.GetBestName] manages to win over the audience with [From.GetHerHis] skillful rhetoric and even elicit some applause and cheering at the end.;;;;;;;;;x
EVTDESC_PlusFaction_312_Fair;Stumbling on a word here and there, [From.GetBestName] manages to deliver a more or less coherent speech to the assembled Lords. The applause is merely polite, but [From.GetSheHe] has at least shown some leadership.;Trébuchant sur quelques mots,[From.GetBestName]  réussit néamoins à donner un discours plus ou moins cohérent aulx Seigneurs réunis. Des applaudissements polis résonnent, mais au moins [From.GetSheHe] a fait quelque preuve de ses capacités de meneur.;Stumbling on a word here and there, [From.GetBestName] manages to deliver a more or less coherent speech to the assembled Lords. The applause is merely polite, but [From.GetSheHe] has at least shown some leadership.;;Stumbling on a word here and there, [From.GetBestName] manages to deliver a more or less coherent speech to the assembled Lords. The applause is merely polite, but [From.GetSheHe] has at least shown some leadership.;;;;;;;;;x
EVTDESC_PlusFaction_312_Poor;[From.GetBestName]'s attempts to win over the assembled Lords with rhetoric falls on deaf ears. [From.GetSheHeCap] stumbles on phrasing, mispronounces words and forgets the name of an important noble in the room. What little applause there is at the end is muted by the jeers.;Les efforts rhétoriques de [From.GetBestName] pour rassembler les Seigneurs réunis à [From.GetHerHis] cause tombent dans l'oreille d'un sourd. [From.GetSheHeCap] bégaye, écorche des mots et oublie le nom d'un noble important.Les quelques applaudissements sont étouffés par les huées.;[From.GetBestName]'s attempts to win over the assembled Lords with rhetoric falls on deaf ears. [From.GetSheHeCap] stumbles on phrasing, mispronounces words and forgets the name of an important noble in the room. What little applause there is at the end is muted by the jeers.;;[From.GetBestName]'s attempts to win over the assembled Lords with rhetoric falls on deaf ears. [From.GetSheHeCap] stumbles on phrasing, mispronounces words and forgets the name of an important noble in the room. What little applause there is at the end is muted by the jeers.;;;;;;;;;x
EVTDESC_PlusFaction_312_Terrible;Mere seconds after [From.GetBestName] begins to speak to the assembled Lords, you know that things are about to go badly. What follows is the worst speech you have been forced to listen to in your life, and the only thing louder than the jeers is the laughter. In the end, the whole faction agrees to remove [From.GetFirstName] from leadership.;Quelques secondes après que [From.GetBestName] commence à parler aulx Seigneurs réunis, vous savez que les choses vont mal se passer. Ce qui suit est le pire discours que vous ayez été forcé d'ouïr durant votre vie, et la seule chose plus sonore que les huées sont les rires. A la fin, les membres décident unanimement de destituer [From.GetFirstName] de sa position de meneur.;Mere seconds after [From.GetBestName] begins to speak to the assembled Lords, you know that things are about to go badly. What follows is the worst speech you have been forced to listen to in your life, and the only thing louder than the jeers is the laughter. In the end, the whole faction agrees to remove [From.GetFirstName] from leadership.;;Mere seconds after [From.GetBestName] begins to speak to the assembled Lords, you know that things are about to go badly. What follows is the worst speech you have been forced to listen to in your life, and the only thing louder than the jeers is the laughter. In the end, the whole faction agrees to remove [From.GetFirstName] from leadership.;;;;;;;;;x
EVTOPTA_PlusFaction_312;Hail to [From.GetTitledFirstName]!;Gloire à [From.GetTitledFirstName]!;Hail to [From.GetTitledFirstName]!;;Hail to [From.GetTitledFirstName]!;;;;;;;;;x
EVTOPTB_PlusFaction_312;Well done!;Bien joué!;Well done!;;Well done!;;;;;;;;;x
EVTOPTC_PlusFaction_312;*yawn*;*basillement*;*yawn*;;*yawn*;;;;;;;;;x
EVTOPTD_PlusFaction_312;Boo!;Houuu!;Boo!;;Boo!;;;;;;;;;x
EVTOPTE_PlusFaction_312;Get that [From.GetManWoman] out of here!;Faites-moi sortir ce [From.GetManWoman]!;Get that [From.GetManWoman] out of here!;;Get that [From.GetManWoman] out of here!;;;;;;;;;x
EVTDESC_PlusFaction_313A;I have decided to rally support for [Root.Liege.GetTitledFirstNameNoRegnal] among the members of my faction, despite their hostility to the idea presenting a significant hurdle. What approach should I take in order to strengthen [Root.Liege.GetHerHis] rule?;I have decided to rally support for [Root.Liege.GetTitledFirstNameNoRegnal] among the members of my faction, despite their hostility to the idea presenting a significant hurdle. What approach should I take in order to strengthen [Root.Liege.GetHerHis] rule?;I have decided to rally support for [Root.Liege.GetTitledFirstNameNoRegnal] among the members of my faction, despite their hostility to the idea presenting a significant hurdle. What approach should I take in order to strengthen [Root.Liege.GetHerHis] rule?;;I have decided to rally support for [Root.Liege.GetTitledFirstNameNoRegnal] among the members of my faction, despite their hostility to the idea presenting a significant hurdle. What approach should I take in order to strengthen [Root.Liege.GetHerHis] rule?;;;;;;;;;x
EVTDESC_PlusFaction_313B;I have decided to rally support for [Root.Liege.GetTitledFirstNameNoRegnal] among the members of my faction. What should I do to strengthen [Root.Liege.GetHerHis] rule?;J'ai décidé de rassembler du soutien pour [Root.Liege.GetTitledFirstName] parmi les membres de ma faction. Que devrois-je faire pour renforcer le règne de [Root.Liege.GetHerHis] ?;I have decided to rally support for [Root.Liege.GetTitledFirstName] among the members of my faction. What should I do to strengthen [Root.Liege.GetHerHis] rule?;;I have decided to rally support for [Root.Liege.GetTitledFirstName] among the members of my faction. What should I do to strengthen [Root.Liege.GetHerHis] rule?;;;;;;;;;x
EVTOPTA_PlusFaction_313;I will praise [Root.Liege.GetTitledFirstNameNoRegnal] in a speech;I will praise [Root.Liege.GetTitledFirstNameNoRegnal] in a speech;I will praise [Root.Liege.GetTitledFirstNameNoRegnal] in a speech;;I will praise [Root.Liege.GetTitledFirstNameNoRegnal] in a speech;;;;;;;;;x
EVTOPTB_PlusFaction_313;I will propose financial aid to our liege;I will propose financial aid to our liege;I will propose financial aid to our liege;;I will propose financial aid to our liege;;;;;;;;;x
EVTOPTC_PlusFaction_313;I will suggest we provide [Root.Liege.GetTitledFirstNameNoRegnal] a show of support;I will suggest we provide [Root.Liege.GetTitledFirstNameNoRegnal] a show of support;I will suggest we provide [Root.Liege.GetTitledFirstNameNoRegnal] a show of support;;I will suggest we provide [Root.Liege.GetTitledFirstNameNoRegnal] a show of support;;;;;;;;;x
EVTDESC_PlusFaction_314A;Speaking to the assembled Lords, I praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and reminded my fellow vassals of our duty towards our liege. I could tell they took my words seriously, and the meeting ended with an affirmation of our loyalty to the [Root.Liege.PrimaryTitle.GetRulerTitle].;En m'adressant aulx Seigneurs réunis, j'ai loué les vertus de [Root.Liege.GetTitledFirstNameNoRegnal] et ai rappelé à mes compagnons leurs devoirs de vassaulx envers leur suzerain. J'ai pu me rendre compte qu'ils prenoient mon discours au sérieulx, et la réunion s'est terminée sur une affirmation de notre loyauté envers [Root.Liege.PrimaryTitle.GetRulerTitle].;Speaking to the assembled Lords, I praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and reminded my fellow vassals of our duty towards our liege. I could tell they took my words seriously, and the meeting ended with an affirmation of our loyalty to the [Root.Liege.PrimaryTitle.GetRulerTitle].;;Speaking to the assembled Lords, I praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and reminded my fellow vassals of our duty towards our liege. I could tell they took my words seriously, and the meeting ended with an affirmation of our loyalty to the [Root.Liege.PrimaryTitle.GetRulerTitle].;;;;;;;;;x
EVTDESC_PlusFaction_314B;Speaking to the assembled Lords, I praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and reminded my fellow vassals of our duty towards our liege. Though my words mostly fell on deaf ears, the show of support nonetheless eased the mood of the room a little.;En m'adressant aulx Seigneurs réunis, j'ai loué les vertus de [Root.Liege.GetTitledFirstNameNoRegnal] et ai rappelé à mes compagnons leurs devoirs de vassaulx envers leur suzerain. Mesme si la plupart de mes mots sont tombés dans l'oreille d'un sourd, ce discours de soutien a néamoins amélioré quelque peu l'humeur de la faction.;Speaking to the assembled Lords, I praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and reminded my fellow vassals of our duty towards our liege. Though my words mostly fell on deaf ears, the show of support nonetheless eased the mood of the room a little.;;Speaking to the assembled Lords, I praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and reminded my fellow vassals of our duty towards our liege. Though my words mostly fell on deaf ears, the show of support nonetheless eased the mood of the room a little.;;;;;;;;;x
