#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
abandon_adventure;Abandon Adventure;;Abenteuer aufgeben;;;x
kafir_clear_greed;Remove Greed;;Beseitige die Gier;;;x
kafir_clear_greed_desc;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;;Es wird zwar nicht leicht sein, aber der einzige Weg, deinen guten Ruf unter deinen Mit-Kharidschiten wiederherzustellen, wird sein, zu beweisen, dass du in den Augen Allahs ohne Sünde bist.;;;x
kafir_clear_slothful;Remove Sloth;;Beseitige die Trägheit;;;x
kafir_clear_slothful_desc;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;;Es wird zwar nicht leicht sein, aber der einzige Weg, deinen guten Ruf unter deinen Mit-Kharidschiten wiederherzustellen, wird sein, zu beweisen, dass du in den Augen Allahs ohne Sünde bist.;;;x
kafir_clear_arbitrary;Remove Arbitrariness;;Beseitige die Willkür;;;x
kafir_clear_arbitrary_desc;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;;Es wird zwar nicht leicht sein, aber der einzige Weg, deinen guten Ruf bei deinen Mit-Kharidschiten wiederherzustellen, wird sein, zu beweisen, dass du in den Augen Allahs ohne Sünde bist.;;;x
kafir_clear_cynical;Remove Cynicism;;Beseitige den Zynismus;;;x
kafir_clear_cynical_desc;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;;Es wird zwar nicht leicht sein, aber der einzige Weg, deinen guten Ruf bei deinen Mit-Kharidschiten wiederherzustellen, wird sein, zu beweisen, dass du in den Augen Allahs ohne Sünde bist.;;;x
kafir_clear_drunkard;Remove Drunkenness;;Beseitigung der Trunkenheit;;;x
kafir_clear_drunkard_desc;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;;Es wird zwar nicht leicht sein, aber der einzige Weg, deinen guten Ruf bei deinen Mit-Kharidschiten wiederherzustellen, wird sein, zu beweisen, dass du in den Augen Allahs ohne Sünde bist.;;;x
kafir_clear_hedonist;Remove Hedonism;;Beseitige Hedonismus;;;x
kafir_clear_hedonist_desc;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;;Es wird zwar nicht leicht sein, aber der einzige Weg, deinen guten Ruf bei deinen Mit-Kharidschiten wiederherzustellen, wird sein, zu beweisen, dass du in den Augen Allahs ohne Sünde bist.;;;x
kafir_clear_decadent;Remove Decadence;;Beseitige die Dekadenz;;;x
kafir_clear_decadent_desc;While it will not be easy, the only way to restore your good name amongst your fellow Kharijites will be to prove you are without sin in the eyes of Allah.;;Es wird zwar nicht leicht sein, aber der einzige Weg, deinen guten Namen bei deinen Mit-Kharidschiten wiederherzustellen, ist zu beweisen, dass du in den Augen Allahs ohne Sünde bist.;;;x
kafir_clear_name;Clear Name of Apostasy;;Den Namen der Abtrünnigkeit reinwaschen;;;x
kafir_clear_name_desc;Now that you are without sin, or at least the appearance of such, you will be able to clear your name from the stain of apostasy and no longer be considered kafir by your fellow Kharijites.;;Jetzt, da du ohne Sünde bist oder zumindest den Anschein einer solchen hast, kannst du deinen Namen vom Makel der Apostasie befreien und wirst von deinen Mit-Kharidschiten nicht mehr als Kafir angesehen.;;;x
kingdom_of_austria;Kingdom of Austria;Royaume d'Autriche;Königreich Österreich;;Reino de Austria;x
kingdom_of_austria_desc;This decision will officially recognize us as an independent kingdom.;Cette décision fera officiellement de nous un royaume indépendant.;Mit dieser Entscheidung werden wir offiziell als unabhängiges Königreich anerkannt.;;;x
kingdom_of_luxembourg;Kingdom of Luxembourg;Royaume du Luxembourg;Königreich Luxemburg;;Reino de Luxembourg;x
kingdom_of_luxembourg_desc;This decision will officially recognize us as an independent kingdom.;Cette décision fera officiellement de nous un royaume indépendant.;Mit dieser Entscheidung werden wir offiziell als unabhängiges Königreich anerkannt.;;;x
kingdom_of_tuscany;Kingdom of Tuscany;Royaume de Toscane;Königreich Toskana;;Reino de Toscana;x
kingdom_of_tuscany_desc;This decision will officially recognize us as an independent kingdom.;Cette décision fera officiellement de nous un royaume indépendant.;Mit diesem Beschluss werden wir offiziell als unabhängiges Königreich anerkannt.;;;x
latin_empire;Latin Empire;Empire Latin;Lateinisches Kaiserreich;;Imperio Latino;x
latin_empire_desc;This decision will give you the Latin Emperor title.;Cette décision vous donnera le titre d'Empereur Latin.;Durch diese Entscheidung erhalten Sie den Titel "Lateinischer Kaiser".;;Esta decisión le dará el título Latino.;x
launch_adventure;Launch Adventure;;Abenteuer starten;;;x
launch_adventure_desc;Launch Adventure;;Abenteuer starten;;;x
legitimized_me;Legitimized Me;M'a légitimé;Legitimiert mich;;;x
lollard_renounce_vows;Renounce Vows;;Gelübde aufgeben;;;x
lollard_renounce_vows_desc;As a Lollard, you are beholden to neither vows of chastity nor vows of religious service -- you may freely renounce both and rejoin the layity.;;Als Lollarde seid ihr weder an Keuschheits- noch an Ordensgelübde gebunden. Ihr könnt auf beides verzichten und euch wieder dem Laienstand anschließen.;;;x
lollard_revoke_temple_named;Revoke [Root.GetTitledFirstName]'s Religious Titles;;Widerruft die religiösen Titel von [Root.GetTitledFirstName];;;x
lollard_revoke_temple;Revoke Religious Titles;;Religiöse Titel widerrufen;;;x
lollard_revoke_temple_desc;Revoke all temple holdings from §Y[Root.GetBestName]§! if [Root.GetSheHe] is not Lollard or has the Wicked Priest trait. If [Root.GetSheHe] is both Lollard and doesn't have the Wicked Priest trait, §Y[From.GetBestName]§! will get a strong claim to all titles of higher than Baron tier.;;Widerruft alle Tempelbesitzungen von §Y[Root.GetBestName]§! wenn [Root.GetSheHe] kein Lollard ist oder die Eigenschaft "Böser Priester" hat. Wenn [Root.GetSheHe] sowohl Lollard ist als auch nicht die Eigenschaft "Böser Priester" hat, erhält §Y[From.GetBestName]§! einen starken Anspruch auf alle Titel, die höher als Baron sind.;;;x
lollard_translate_bible;Translate the Bible;;Übersetze die Bibel;;;x
lollard_translate_bible_desc;One of the ways the Catholic Church maintains its dominance over the common man is by ensuring that almost nobody can read the Bible. Perhaps the time has come to take the scripture out of the hands of the few and put it into the hands of the masses by ordering a translation of the Bible into the vernacular. It would be an incredibly expensive proposition, and take years to complete, but it would be a terrible blow to Catholic authority.;;Eine der Methoden, mit denen die katholische Kirche ihre Vorherrschaft über den einfachen Mann aufrechterhält, besteht darin, dafür zu sorgen, dass fast niemand die Bibel lesen kann. Vielleicht ist es an der Zeit, die Heilige Schrift aus den Händen einiger weniger zu nehmen und sie in die Hände der Massen zu legen, indem man eine Übersetzung der Bibel in die Volkssprache in Auftrag gibt. Das wäre ein unglaublich teures Unterfangen und würde Jahre dauern, aber es wäre ein schrecklicher Schlag für die katholische Autorität.;;;x
lower_imperial_decadence;Lower Imperial Decadence;;Untere kaiserliche Dekadenz;;;x
lower_imperial_decadence_desc;Current §YImperial Decadence§!: §R[Root.PrimaryTitle.imperial_decadence.GetValue]§!\nPerhaps it is time to institute a series of reforms in the [Root.PrimaryTitle.GetFullName]. The imperial bureaucracy has become bloated, and far too many of [Root.GetTitledFirstNameNoRegnal]'s vassals take advantage of the problems rather than fight against them. If the [Root.PrimaryTitle.GetRulerTitle] can enforce the reforms through sheer force of will, things will improve...but not all of [Root.GetHerHis] subjects will be happy about it.;;Aktuelle §YImperial Decadence§!: §R[Root.PrimaryTitle.imperial_decadence.GetValue]§!\nVielleicht ist es an der Zeit, eine Reihe von Reformen in der [Root.PrimaryTitle.GetFullName] einzuleiten. Die kaiserliche Bürokratie ist aufgebläht, und viel zu viele der Vasallen von [Root.GetTitledFirstNameNoRegnal] nutzen die Probleme aus, anstatt sie zu bekämpfen. Wenn der [Root.PrimaryTitle.GetRulerTitle] die Reformen mit schierer Willenskraft durchsetzen kann, werden sich die Dinge verbessern ... aber nicht alle Untertanen von [Root.GetHerHis] werden darüber glücklich sein.;;;x
make_title_feudal;Make Title Inheritable;;Titel vererbbar machen;;;x
make_title_feudal_desc;Grant §Y[Root.GetBestName]§! the right to have [Root.GetHerHis] titles inherited by [Root.GetHerHis] heirs, with the Imperial Government no longer assigning ownership. Once assigned this right, the title will remain inherited until and unless usurped.;;Gewährt §Y[Root.GetBestName]§! das Recht, dass [Root.GetHerHis]-Titel an [Root.GetHerHis]-Erben vererbt werden, ohne dass die kaiserliche Regierung das Eigentum daran abtreten muss. Sobald dieses Recht übertragen wurde, bleibt der Titel vererbt, bis er usurpiert wird.;;;x
manichaean_choose_patron_deity;Choose a Shekhinah;;Wählen Sie eine Shekhinah;;;x
manichaean_choose_patron_deity_desc;A shekinah is the settling of the Divine Presence of God, representing a facet of Manichaean worship which a member of the faith chooses to focus upon.;;Eine Schekina ist die Verankerung der göttlichen Gegenwart Gottes und stellt eine Facette der manichäischen Anbetung dar, auf die sich ein Mitglied des Glaubens konzentrieren möchte.;;;x
manichaean_create_leader;Create Manichaean Archegos;;Manichäischen Archegos erstellen;;;x
manichaean_create_leader_desc;The Manichaean faith has been without a true leader for a long time. Now, with the fortunes of the faith having been restored due to your benevolent rule, it is time for a new Archegos to be raised up to lead the faithful into this brave new age.;;Der manichäische Glaube war lange Zeit ohne einen wahren Führer. Nun, da die Geschicke des Glaubens dank deiner wohlwollenden Herrschaft wiederhergestellt wurden, ist es an der Zeit, einen neuen Archegos zu erschaffen, der die Gläubigen in dieses tapfere neue Zeitalter führt.;;;x
manichaean_patronize_art;Patronize Art;;Mäzenatentum der Kunst;;;x
manichaean_patronize_art_desc;Religious artwork is important to the Manichaean faith. Mani himself was known as 'the Artist', and Manichaean rulers would donate their wealth to support the creation of new artistic works.;;Religiöse Kunstwerke sind wichtig für den manichäischen Glauben. Mani selbst war als "der Künstler" bekannt, und manichäische Herrscher spendeten ihren Reichtum, um die Schaffung neuer Kunstwerke zu unterstützen.;;;x
mazdaki_restore_priesthood;Create Mazdaki Priesthood;;Erschaffung der Mazdaki-Priesterschaft;;;x
mazdaki_restore_priesthood_desc;While Mazdak railed against the oppression of the Zoroastrian priesthood, now that his teachings have spread across all of Persia perhaps the time has come to institue an organized priesthood of our own -- one that espouses the egalitarian principles upon which the Mazdaki faith is founded.;;Während Mazdak gegen die Unterdrückung durch die zoroastrische Priesterschaft wetterte, ist nun, da sich seine Lehren in ganz Persien verbreitet haben, vielleicht die Zeit gekommen, eine eigene organisierte Priesterschaft zu gründen - eine, die die egalitären Prinzipien vertritt, auf denen der Mazdaki-Glaube beruht.;;;x
mazdaki_choose_patron_deity;Choose Mazdaki Power;;Wählen Sie die Mazdaki-Kraft;;;x
mazdaki_choose_patron_deity_desc;The Mazdaki teach there are four Powers that bring Light into the World: Discernment, Understanding, Preservation, and Joy. Any adult member of the faith may embrace one of these Powers. in an attempt to achieve eventual perfection.;;Die Mazdaki lehren, dass es vier Mächte gibt, die Licht in die Welt bringen: Unterscheidungsvermögen, Verständnis, Bewahrung und Freude. Jedes erwachsene Mitglied des Glaubens kann eine dieser Mächte annehmen, um die Vollkommenheit zu erreichen.;;;x
mend_great_schism_desc;The Great Schism saw the Christian Church divided into two branches, but if all five of the episcopal sees of the Pentarchy could be brought under the control of the [Root.Religion.GetName] faith, there may be a chance to finally reunite Christendom.;;Das Große Schisma hat die christliche Kirche in zwei Zweige gespalten, aber wenn alle fünf Bischofssitze der Pentarchie unter die Kontrolle des [Root.Religion.GetName]-Glaubens gebracht werden könnten, gäbe es vielleicht eine Chance, die Christenheit endlich wieder zu vereinen.;;;x
messalian_abandon_prayers;Abandon Prayers;;Gebete aufgeben;;;x
messalian_abandon_prayers_desc;The process of driving out one's demons is an exhausting process, perhaps even dangerous. While it would mean failure in the eyes of the Holy Spirit, perhaps it is best to put aside the prayers for a time and restore your strength before attempting them again.;;Das Austreiben der eigenen Dämonen ist ein anstrengender, vielleicht sogar gefährlicher Prozess. Auch wenn es in den Augen des Heiligen Geistes ein Scheitern bedeuten würde, ist es vielleicht am besten, die Gebete eine Zeit lang beiseite zu legen und sich zu stärken, bevor man sie erneut versucht.;;;x
messalian_become_master;Achieve Perfection;;Vollkommenheit erlangen;;;x
messalian_become_master_desc;To one of the Messalian faith, achieving perfection -- meaning one is free of the demons who bring with them mortal sin -- is the holiest state to which one can aspire. It means being one with God, and will make the Messalian a teacher of their fellow faithful. It also means that one is free of any obligations to mortal concepts of morality and constraint, as the idea of perfection is literal. If you are one with God, how can you possibly sin?;;Für einen Angehörigen des messalischen Glaubens ist das Erreichen der Vollkommenheit - das heißt, man ist frei von den Dämonen, die die Todsünde mit sich bringen - der heiligste Zustand, den man anstreben kann. Es bedeutet, eins mit Gott zu sein, und macht den Messalianer zu einem Lehrer seiner Mitgläubigen. Es bedeutet auch, dass man frei von jeglichen Verpflichtungen gegenüber sterblichen Vorstellungen von Moral und Zwang ist, da die Idee der Vollkommenheit buchstäblich ist. Wenn man eins mit Gott ist, wie kann man dann sündigen?;;;x
messalian_castrate;Castrate Yourself;;Kastrieren Sie sich selbst;;;x
messalian_castrate_desc;Follow in the path of the Saint Sabas Apokopos, one of the founders of the Messalian sect, and castrate yourself. In the eyes of the Messalian faith, it is one of the most holy acts a follower is capable of -- though naturally it can only be done once.;;Folgen Sie dem Weg des Heiligen Sabas Apokopos, einem der Gründer der messalischen Sekte, und kastrieren Sie sich. In den Augen des messalischen Glaubens ist dies eine der heiligsten Handlungen, zu der ein Anhänger fähig ist - obwohl es natürlich nur einmal getan werden kann.;;;x
messalian_choose_patron_saint;Choose Patron Saint;;Schutzheiligen wählen;;;x
messalian_choose_patron_saint_desc;The Messalians believe that there are four important patron saints that watch over them: Saint Nestor, Saint Adelphius, Saint Addai, and -- perhaps most shocking to other Christians -- Lucifer the Lightbringer. It is important that a Messalian choose one of these patron saints to watch over them, and it will be the patron to whom they direct their daily prayers.;;Die Messalier glauben, dass es vier wichtige Schutzheilige gibt, die über sie wachen: Der Heilige Nestor, der Heilige Adelphius, der Heilige Addai und - für andere Christen vielleicht am schockierendsten - Luzifer der Lichtbringer. Es ist wichtig, dass ein Messalianer einen dieser Schutzheiligen wählt, der über ihn wacht, und zu diesem Schutzpatron richtet er seine täglichen Gebete.;;;x
messalian_expel_daemon;Expel Daemons;;Dämonen austreiben;;;x
messalian_expel_daemon_desc;The Messalians believe that sins are literal demons that exist within the body, and that the only way to rid oneself of sin is to endure ritual fasting and rigorous prayer until the demons are forced out. This is the only way that one can achieve perfection and unity with God, after which point all of one's obligations to morality and piety are considered irrelevant.;;Die Messalianer glauben, dass Sünden buchstäblich Dämonen sind, die im Körper existieren, und dass die einzige Möglichkeit, sich von Sünden zu befreien, darin besteht, rituelles Fasten und strenge Gebete zu ertragen, bis die Dämonen vertrieben sind. Nur so kann man Vollkommenheit und Einheit mit Gott erlangen. Danach werden alle Verpflichtungen zu Moral und Frömmigkeit als irrelevant angesehen.;;;x
messalian_join_cult_of_lucifer;Join the Cult of Lucifer;;Dem Luzifer-Kult beitreten;;;x
messalian_join_cult_of_lucifer_desc;There is an alternative to becoming a Messalian Perfecti: namely, to join the Cult of Lucifer, a secret society among the Messalians that honors the Lightbringer as an agent of change. They seek to expose the secrets of Heaven and Hell, secrets they will keep for themselves. To most, however, it is a cult of machinations, where important secrets are exchanged amongst members for their own betterment.;;Es gibt eine Alternative dazu, ein messalischer Perfecti zu werden: nämlich dem Kult Luzifers beizutreten, einem Geheimbund unter den Messaliern, der den Lichtbringer als Vermittler des Wandels verehrt. Sie versuchen, die Geheimnisse des Himmels und der Hölle zu lüften, Geheimnisse, die sie für sich selbst behalten wollen. Für die meisten ist es jedoch ein Kult der Intrigen, bei dem wichtige Geheimnisse unter den Mitgliedern zu deren eigenem Vorteil ausgetauscht werden.;;;x
miaphysite_desert_father;Become Desert [Root.GetFatherMother];;Wüste werden [Root.GetFatherMother];;;x
miaphysite_desert_father_desc;Abdicate any titles you have and wander the desert as a religious ascetic -- becoming a Desert [Root.GetFatherMother] is a respected position amongst Coptics, and a tradition that has been ongoing since Saint Mark introduced Christianity to Egypt after the ascension of Christ.;;Verzichten Sie auf alle Titel, die Sie besitzen, und wandern Sie als religiöser Asket durch die Wüste. Der Beruf des Wüstensohns [Root.GetFatherMother] ist eine angesehene Position unter den Kopten und eine Tradition, die fortbesteht, seit der Heilige Markus das Christentum nach der Himmelfahrt Christi in Ägypten einführte.;;;x
miaphysite_embrace_alexandrine;Embrace Alexandrine School;;Umarmung der alexandrinischen Schule;;;x
miaphysite_embrace_alexandrine_desc;Those of advanced learning in eastern churches tend to lean towards one of two schools of theology -- the Alexandrine School emphasizes the allergorical interpretation of scriptures, and tends to a more pragmatic approach towards the advancement of science and thought...even if that can lead to conflict with the zealous.;;Die fortgeschrittenen Gelehrten in den östlichen Kirchen neigen dazu, sich einer der beiden theologischen Schulen zuzuwenden - die alexandrinische Schule betont die allergorische Auslegung der Schriften und neigt zu einem pragmatischeren Ansatz in Bezug auf den Fortschritt der Wissenschaft und des Denkens... auch wenn dies zu Konflikten mit den Eiferern führen kann.;;;x
miaphysite_embrace_antiochene;Embrace Antiochian School;;Umarmung der Antiochenischen Schule;;;x
miaphysite_embrace_antiochene_desc;Those of advanced learning in eastern churches tend to lean towards one of two schools of theology -- The Antiochan School leans toward a more literal interpretation of scriptures, and focuses more on tradition and the advancement of culture...even if that can lead to conflict with those of a more cynical or progressive view.;;Die fortgeschrittenen Gelehrten in den östlichen Kirchen neigen dazu, sich einer der beiden theologischen Schulen zuzuwenden - die Antiochenische Schule neigt zu einer wörtlicheren Auslegung der Heiligen Schrift und konzentriert sich mehr auf die Tradition und den Fortschritt der Kultur... auch wenn dies zu Konflikten mit denjenigen führen kann, die eine eher zynische oder fortschrittliche Sichtweise vertreten.;;;x
miaphysite_repudiate_chalcedon;Repudiate Chalcedon;;Ablehnung von Chalkedon;;;x
miaphysite_repudiate_chalcedon_desc;The Council of Chalcedon in 451 AD rejected the notion of Miaphytism, forcing its believers to split off from the Christian Church into our own [Root.Religion.GetName] Church. Repudiating the council would require complete control over the eastern sees of the Pentarchy, thus proving once and for all the righteousness of the [Root.Religion.GetName] faith.;;Das Konzil von Chalkedon im Jahr 451 n. Chr. lehnte den Miaphytismus ab und zwang seine Gläubigen, sich von der christlichen Kirche in unsere eigene [Root.Religion.GetName] Kirche abzuspalten. Die Ablehnung des Konzils würde die vollständige Kontrolle über die östlichen Kirchen der Pentarchie erfordern und damit ein für alle Mal die Rechtschaffenheit des [Root.Religion.GetName]-Glaubens unter Beweis stellen.;;;x
mithras_promotion;Request Promotion in the Cult of Mithras;Demande Promotion dans le Culte de Mithra;Antrag auf Beförderung im Kult des Mithras;;Solicitud de Promoción en el culto de Mitra;x
mithras_promotion_desc;Achieving the higher ranks within the Cult of Mithras requires a combination of skill, piety, and prestige. One must approach the elders within the cult to prove their worth in order to receive promotion.;Atteindre les rangs élevés dans le culte de Mithra nécessite une combinaison de compétences, de piété et de prestige. Il faut approcher les aînés dans le culte de prouver leur valeur afin de recevoir une promotion.;Der Aufstieg in die höheren Ränge des Mithraskultes erfordert eine Kombination aus Können, Frömmigkeit und Prestige. Um eine Beförderung zu erhalten, muss man sich an die Ältesten des Kultes wenden und seinen Wert beweisen.;;El logro de los rangos más altos dentro del culto de Mitra requiere una combinación de habilidad, piedad y prestigio. Uno debe acercarse a los ancianos dentro del culto de demostrar su valía con el fin de recibir la promoción.;x
nestorian_repudiate_ephesus;Repudiate Ephesus;;Ablehnung von Ephesus;;;x
nestorian_repudiate_ephesus_desc;The Council of Ephesus in 431 AD rejected the notion of Nestorianism, forcing its believers to split off from the Christian Church into their own Church of the East. Repudiating the council would require complete control over the eastern sees of the Pentarchy, thus proving once and for all the righteousness of the Nestorian faith.;;Das Konzil von Ephesus im Jahr 431 n. Chr. verwarf den Nestorianismus und zwang seine Gläubigen, sich von der christlichen Kirche in eine eigene Kirche des Ostens abzuspalten. Die Ablehnung des Konzils würde die vollständige Kontrolle über die östlichen Kirchen der Pentarchie erfordern und damit ein für alle Mal die Rechtmäßigkeit des nestorianischen Glaubens unter Beweis stellen.;;;x
nomad_absorb_tribal;Absorb Tribe;;Stamm absorbieren;;;x
nomad_absorb_tribal_named;Absorb [Root.GetName];;Absorbiere [Root.GetName];;;x
nomad_absorb_tribal_desc;The tribes in the province are completely [From.Culture.GetName] and [From.Religion.GetName], and thus should rejoin the hordes.;;Die Stämme in der Provinz sind vollständig [From.Culture.GetName] und [From.Religion.GetName] und sollten sich daher wieder den Horden anschließen.;;;x
plot_usurp_wife_decision;Usurp [Root.PlotTarget.GetFullName];;Usurpiere [Root.PlotTarget.GetFullName];;;x
plot_usurp_wife_decision_desc;In order to usurp your wife's titles through the right of Jure Uxoris, you'll need the cooperation of her vassals-and, even then, success is not guaranteed. Still, if you do succeed, the titles will become yours in full and will pass to your heirs rather than hers.;;Um die Titel Eurer Frau durch das Recht des Jure Uxoris zu usurpieren, braucht Ihr die Kooperation ihrer Vasallen - und selbst dann ist der Erfolg nicht garantiert. Wenn Ihr jedoch Erfolg habt, werden die Titel vollständig Euch gehören und an Eure Erben und nicht an die ihrer Frau übergehen.;;;x
nhv_begin;Begin Distribution of Titles;;Beginnen Sie mit der Verteilung von Titeln;;;x
nhv_begin_desc;Have more spare titles than you care to hand out manually? This system will automate the process for you, creating random characters of your culture and religion to give baronies and counties to. Start with this decision to receive an explanation regarding how it's done.;;Sie haben mehr Titel übrig, als Sie manuell verteilen möchten? Dieses System wird den Prozess für Sie automatisieren, indem es zufällige Charaktere Ihrer Kultur und Religion erstellt, denen Sie Baronien und Grafschaften geben können. Beginnen Sie mit dieser Entscheidung, um eine Erklärung zu erhalten, wie es gemacht wird.;;;x
nhv_dist_all;Distribute All Holdings;Distribue toutes vos propriétés;Alle Besitztümer verteilen;;;x
nhv_dist_all_desc;Grants all baronies, cities, bishoprics, and counties that have not been flagged by the marshal to newly-created vassals. You must have raised your banner in at least one province before this can be done.;;Verleiht alle Baronien, Städte, Bistümer und Grafschaften, die noch nicht vom Marschall markiert wurden, an neu erschaffene Vasallen. Du musst dein Banner in mindestens einer Provinz gehisst haben, bevor dies geschehen kann.;;;x
nhv_end;End Distribution of Titles;;Verteilung von Titeln beenden;;;x
nhv_end_desc;This will clear the auto-distribution decisions from your list, as well as clear all existing flags from your provinces. In order to re-access the decisions later, you must select the 'Distribute Titles' decision.\n;;Dadurch werden die automatischen Verteilungsentscheidungen aus der Liste gelöscht und alle vorhandenen Flaggen aus den Provinzen entfernt. Um später wieder auf die Entscheidungen zugreifen zu können, müssen Sie die Entscheidung 'Titel verteilen' auswählen.\n;;;x
nhv_restart;Distribute Titles;;Titel verteilen;;;x
nhv_restart_desc;This will allow you to regain access to the decisions which automate the distribution of titles.;;Dadurch erhalten Sie wieder Zugriff auf die Entscheidungen, die die Verteilung von Titeln automatisieren.;;;x
nhv_dist_barons;Distribute All Barony Tier Holdings;Distribue toutes les propriétés de niveau baronnie;Alle Baronie-Tier-Besitze verteilen;;;x
nhv_dist_barons_desc;Will grant all non-capital holdings in your provinces to newly-created vassals.;;Verteilt alle nicht-kapitalen Besitztümer in euren Provinzen an neu geschaffene Lehnsleute.;;;x
nominate_vestalis_decision;Nominate [Root.GetTitledFirstName] as Vestalis;Nommer [Root.GetTitledFirstName] comme Vestalis;Ernennung von [Root.GetTitledFirstName] zum Vestalis;;;x
nominate_vestalis_decision_desc;Nominate [Root.GetFirstName] for 30 years of dedicated service to the goddess Vesta.;Nommer [Root.GetFirstName] au service dévoué la déesse Vesta pour 30 ans.;Ernennt [Root.GetFirstName] für 30 Jahre treue Dienste für die Göttin Vesta.;;;x
observe_bema_feast;Observe Bema Feast;;Bema-Fest befolgen;;;x
observe_bema_feast_desc;One of the most important religious observances of Manichaeism, the bema feast takes place annually at the vernal equinox. It is meant to celebrate the passion of Mani, and this year you have decided it shall be a feast to remember!;;Das Bema-Fest ist eines der wichtigsten religiösen Feste des Manichäismus und findet jährlich zur Frühlings-Tagundnachtgleiche statt. Damit soll die Leidenschaft von Mani gefeiert werden, und dieses Jahr haben Sie beschlossen, dass es ein Fest werden soll, an das man sich erinnert!;;;x
observe_ramadan_desc;As a Muslim you observe the fast of Ramadan every year, but you will be paying particular adherence to it this time. Upon its conclusion, a great banquet will be held to celebrate the Eid ul-Fitr holiday. This will occur in March or April, provided you are not at war or otherwise engaged.;;Als Muslim befolgst du jedes Jahr das Fasten des Ramadan, aber dieses Mal wirst du dich besonders daran halten. Am Ende des Fastenmonats wird ein großes Festmahl veranstaltet, um den Feiertag Eid ul-Fitr zu feiern. Dies wird im März oder April stattfinden, vorausgesetzt, ihr befindet euch nicht im Krieg oder seid anderweitig beschäftigt.;;;x
organise_army_of_light;Found the Army of Light;;Gründung der Armee des Lichts;;;x
organise_army_of_light_desc;Found the Army of Light holy order, in the name of the Manichaean faith.;;Gründet die Armee des Lichts, einen heiligen Orden im Namen des manichäischen Glaubens.;;;x
organise_army_of_lucifer;Found the Army of Lucifer;;Gründung der Armee Luzifers;;;x
organise_army_of_lucifer_desc;Found the Army of Lucifer holy order, in the name of the Messalian faith.;;Gründet den Orden der Armee Luzifers im Namen des messalischen Glaubens.;;;x
organize_bogomilist_church;Organize Bogomilist Faith;;Organisieren des bogomilistischen Glaubens;;;x
organize_bogomilist_church_desc;As a Bogomilist feudal ruler of great respect and standing, you can lead the faithful to become more organized and respectful of the state's hierarchy.;;Als angesehener bogomilistischer Feudalherr kannst du die Gläubigen dazu bringen, sich besser zu organisieren und die Hierarchie des Staates zu respektieren.;;;x
organise_braedralag;Found the Bræðralag;Fonder le Bræðralag;Den Bræðralag gründen;;;x
organise_braedralag_desc;Found the Bræðralag Holy Order;Fonder le Bræðralag;Gründet den Heiligen Orden der Bræðralag;;;x
organise_herculeans;Organize the Herculeans;Mettre sur pied les Herculéens;Organisieren Sie die Herculeaner;;;x
organise_herculeans_desc;Organize the Herculeans Holy Order;Mettre sur pied les Herculéens;Organisiere den Heiligen Orden der Herculeaner;;;x
organise_sacred_band;Organize the Sacred Band;Mettre sur pied la Bande Sacrée;Organisieren Sie die Heilige Kapelle;;;x
organise_sacred_band_desc;Organize the Sacred Band Holy Order;Mettre sur pied la Bande Sacrée;Organisieren Sie die Heilige Band Heiliger Orden;;;x
organise_harii;Organize the Harii;;Organisieren Sie die Harii;;;x
organise_harii_desc;Found the Harii Holy Order;;Den Heiligen Orden der Harii gründen;;;x
organise_jomsvikings;Organize the Jomsvikings;Mettre sur pied l'Jomsvikings;Organisiert die Jomsvikings;;;x
organise_jomsvikings_desc;Organize the Jomsvikings Holy Order;Mettre sur pied l'Jomsvikings;Organisiere den Heiligen Orden der Jomsvikings;;;x
organise_knights_of_saint_mark;Revive the Knights of Saint Mark;;Wiederbelebung der Ritter von Saint Mark;;;x
organise_knights_of_saint_mark_desc;Revive the ancient holy order of the Knights of Saint Mark;;Wiederbelebung des alten heiligen Ordens der Ritter des Heiligen Markus;;;x
ORGANIZED_RELIGION;Organized Religion;Religion Organisée;Organisierte Religion;;Religión Organizada;x
organize_anubis;Organize the Anubis Guard;Mettre sur pied la Garde d'Anubis;Organisieren Sie die Anubis-Garde;;;x
organize_anubis_desc;Organize the Anubis Guard Holy Order;Mettre sur pied l'Ordre Saint de la Garde d'Anubis;Organisieren Sie den Heiligen Orden der Anubisgarde;;;x
organize_tirnanog;Organize the Keepers of Tír na nÓg;Mettre sur pied les Gardiens du Tír na nÓg;Organisieren der Fianna;;;x
organize_tirnanog_desc;Recruit landless warriors into an elite band of brothers that will defend their fellow Gaels.;Recruter des guerriers sans terre et former un groupe d'élite de frères d'armes qui défendront les Gaels.;Rekrutieren Sie landlose Krieger zu einer Elitegruppe von Brüdern, die ihre Mitgolen verteidigen werden.;;;x
