#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#;;;;;;;;;;;;;;x
# FACTION MAIN;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
CB_NAME_OVERTHROWRULER;Overthrow Ruler;Renverser le Suzerain;Herrscher stürzen;;Gobernante derrocado;;;;;;;;;x
EVTDESC_PlusFaction_304_Unhappy;One by one, the Lords and Ladies of the faction assemble at my residence in [Root.Capital.GetName]. It is quite clear that everyone is displeased with how things are going in [Root.Liege.PrimaryTitle.GetName], and much of it is blamed on [Root.Liege.GetTitledFirstNameNoRegnal]. As faction leader, I am expected to address them and set the agenda for the coming meeting.;One by one, the Lords and Ladies of the faction assemble at my residence in [Root.Capital.GetName]. It is quite clear that everyone is displeased with how things are going in [Root.Liege.PrimaryTitle.GetName], and much of it is blamed on [Root.Liege.GetTitledFirstNameNoRegnal]. As faction leader, I am expected to address them and set the agenda for the coming meeting.;Einer nach dem anderen versammeln sich die Lords und Ladies der Fraktion in meiner Residenz in [Root.Capital.GetName]. Es ist ganz klar, dass alle unzufrieden damit sind, wie die Dinge in [Root.Liege.PrimaryTitle.GetName] laufen, und viel davon wird [Root.Liege.GetTitledFirstNameNoRegnal] angelastet. Als Fraktionsvorsitzender wird von mir erwartet, dass ich zu ihnen spreche und die Tagesordnung für die kommende Sitzung festlege.;;One by one, the Lords and Ladies of the faction assemble at my residence in [Root.Capital.GetName]. It is quite clear that everyone is displeased with how things are going in [Root.Liege.PrimaryTitle.GetName], and much of it is blamed on [Root.Liege.GetTitledFirstNameNoRegnal]. As faction leader, I am expected to address them and set the agenda for the coming meeting.;;;;;;;;;x
EVTDESC_PlusFaction_304_Angry;One by one, the Lords and Ladies of the faction assemble at my residence in [Root.Capital.GetName]. It is immediately clear what is on everyone's mind: their common enmity towards [Root.Liege.GetTitledFirstNameNoRegnal]. Already arguments have started over what to do, and thus they turn to me as faction leader to take charge of the situation and set the coming agenda.;One by one, the Lords and Ladies of the faction assemble at my residence in [Root.Capital.GetName]. It is immediately clear what is on everyone's mind: their common enmity towards [Root.Liege.GetTitledFirstNameNoRegnal]. Already arguments have started over what to do, and thus they turn to me as faction leader to take charge of the situation and set the coming agenda.;Einer nach dem anderen versammeln sich die Herren und Damen der Fraktion in meiner Residenz in [Root.Capital.GetName]. Es ist sofort klar, worum es allen geht: ihre gemeinsame Feindschaft gegen [Root.Liege.GetTitledFirstNameNoRegnal]. Es wird bereits darüber gestritten, was zu tun ist, und so wenden sie sich an mich als Fraktionsvorsitzenden, um die Situation in den Griff zu bekommen und die kommende Agenda festzulegen.;;One by one, the Lords and Ladies of the faction assemble at my residence in [Root.Capital.GetName]. It is immediately clear what is on everyone's mind: their common enmity towards [Root.Liege.GetTitledFirstNameNoRegnal]. Already arguments have started over what to do, and thus they turn to me as faction leader to take charge of the situation and set the coming agenda.;;;;;;;;;x
EVTOPTA_PlusFaction_304;I will strengthen my position within the faction;I will strengthen my position within the faction;Ich werde meine Position innerhalb der Fraktion stärken;;I will strengthen my position within the faction;;;;;;;;;x
EVTOPTB_PlusFaction_304;I plan to rally support for [Root.Liege.GetTitledFirstNameNoRegnal];I plan to rally support for [Root.Liege.GetTitledFirstNameNoRegnal];Ich plane, Unterstützung für [Root.Liege.GetTitledFirstNameNoRegnal] zu sammeln;;I plan to rally support for [Root.Liege.GetTitledFirstNameNoRegnal];;;;;;;;;x
EVTOPTC_PlusFaction_304;I will stir discontent towards [Root.Liege.GetTitledFirstNameNoRegnal];I will stir discontent towards [Root.Liege.GetTitledFirstNameNoRegnal];Ich werde Unzufriedenheit gegenüber [Root.Liege.GetTitledFirstNameNoRegnal] schüren;;I will stir discontent towards [Root.Liege.GetTitledFirstNameNoRegnal];;;;;;;;;x
EVTOPTD_PlusFaction_304;I have no particular agenda in mind;I have no particular agenda in mind;Ich habe kein bestimmtes Ziel vor Augen;;I have no particular agenda in mind;;;;;;;;;x
EVTOPTE_PlusFaction_304;[Root.Liege.GetTitledFirstNameNoRegnal] must step down or be overthrown!;[Root.Liege.GetTitledFirstNameNoRegnal] must step down or be overthrown!;[Root.Liege.GetTitledFirstNameNoRegnal] muss zurücktreten oder gestürzt werden!;;[Root.Liege.GetTitledFirstNameNoRegnal] must step down or be overthrown!;;;;;;;;;x
EVTOPTF_PlusFaction_304;[Root.Liege.GetTitledFirstNameNoRegnal] will give us what we want or face civil war!;[Root.Liege.GetTitledFirstNameNoRegnal] will give us what we want or face civil war!;[Root.Liege.GetTitledFirstNameNoRegnal] wird uns geben, was wir wollen, oder einen Bürgerkrieg riskieren!;;[Root.Liege.GetTitledFirstNameNoRegnal] will give us what we want or face civil war!;;;;;;;;;x
EVTOPTG_PlusFaction_304;I will urge them to reconcile with [Root.Liege.GetTitledFirstNameNoRegnal];I will urge them to reconcile with [Root.Liege.GetTitledFirstNameNoRegnal];Ich werde sie auffordern, sich mit [Root.Liege.GetTitledFirstNameNoRegnal] zu versöhnen.;;I will urge them to reconcile with [Root.Liege.GetTitledFirstNameNoRegnal];;;;;;;;;x
EVTOPTH_PlusFaction_304;Let us discuss our complaints in detail;Let us discuss our complaints in detail;Lasst uns unsere Beschwerden im Detail besprechen;;Let us discuss our complaints in detail;;;;;;;;;x
EVTOPTI_PlusFaction_304;We are not yet strong enough to act;We are not yet strong enough to act;Wir sind noch nicht stark genug, um zu handeln;;We are not yet strong enough to act;;;;;;;;;x
EVTOPTJ_PlusFaction_304;Now is not the time for us to make our move;Now is not the time for us to make our move;Jetzt ist nicht der richtige Zeitpunkt, um etwas zu unternehmen.;;Now is not the time for us to make our move;;;;;;;;;x
EVTDESC_PlusFaction_305A;While the members of our faction were angry and eager to take action against [From.Liege.GetTitledFirstNameNoRegnal], [From.GetTitledFirstNameNoRegnal] urged us to consider the current war. We must all act to protect [From.Liege.PrimaryTitle.GetName] now, and reconvene another time to consider our options.;While the members of our faction were angry and eager to take action against [From.Liege.GetTitledFirstNameNoRegnal], [From.GetTitledFirstNameNoRegnal] urged us to consider the current war. We must all act to protect [From.Liege.PrimaryTitle.GetName] now, and reconvene another time to consider our options.;Während die Mitglieder unserer Fraktion wütend waren und unbedingt gegen [From.Liege.GetTitledFirstNameNoRegnal] vorgehen wollten, drängte uns [From.GetTitledFirstNameNoRegnal] dazu, den aktuellen Krieg zu berücksichtigen. Wir müssen alle handeln, um [From.Liege.PrimaryTitle.GetName] jetzt zu schützen, und ein anderes Mal wieder zusammenkommen, um unsere Optionen zu prüfen.;;While the members of our faction were angry and eager to take action against [From.Liege.GetTitledFirstNameNoRegnal], [From.GetTitledFirstNameNoRegnal] urged us to consider the current war. We must all act to protect [From.Liege.PrimaryTitle.GetName] now, and reconvene another time to consider our options.;;;;;;;;;x
EVTDESC_PlusFaction_305B;While the members of our faction were angry and eager to take action against [From.Liege.GetTitledFirstNameNoRegnal], [From.GetTitledFirstNameNoRegnal] maintained that we were not in a position to move against [From.Liege.GetHerHim] just yet. And thus nothing can be done until another meeting is held.;While the members of our faction were angry and eager to take action against [From.Liege.GetTitledFirstNameNoRegnal], [From.GetTitledFirstNameNoRegnal] maintained that we were not in a position to move against [From.Liege.GetHerHim] just yet. And thus nothing can be done until another meeting is held.;Während die Mitglieder unserer Fraktion wütend waren und unbedingt gegen [From.Liege.GetTitledFirstNameNoRegnal] vorgehen wollten, meinte [From.GetTitledFirstNameNoRegnal], dass wir noch nicht in der Lage seien, gegen [From.Liege.GetHerHim] vorzugehen. Daher könne nichts unternommen werden, bis ein weiteres Treffen stattfinde.;;While the members of our faction were angry and eager to take action against [From.Liege.GetTitledFirstNameNoRegnal], [From.GetTitledFirstNameNoRegnal] maintained that we were not in a position to move against [From.Liege.GetHerHim] just yet. And thus nothing can be done until another meeting is held.;;;;;;;;;x
EVTDESC_PlusFaction_305C;[From.GetTitledFirstNameNoRegnal] has contacted the rest of the faction to inform us that [From.Liege.GetTitledFirstNameNoRegnal] has refused our demand. Despite this, [From.GetTitledFirstNameNoRegnal] does not believe we are in a position to go to war, and has decided to let the matter drop for now.;[From.GetTitledFirstNameNoRegnal] has contacted the rest of the faction to inform us that [From.Liege.GetTitledFirstNameNoRegnal] has refused our demand. Despite this, [From.GetTitledFirstNameNoRegnal] does not believe we are in a position to go to war, and has decided to let the matter drop for now.;[From.GetTitledFirstNameNoRegnal] hat den Rest der Fraktion kontaktiert, um uns mitzuteilen, dass [From.Liege.GetTitledFirstNameNoRegnal] unsere Forderung abgelehnt hat. Trotzdem glaubt [From.GetTitledFirstNameNoRegnal] nicht, dass wir in der Lage sind, einen Krieg zu führen, und hat beschlossen, die Angelegenheit vorerst ruhen zu lassen.;;[From.GetTitledFirstNameNoRegnal] has contacted the rest of the faction to inform us that [From.Liege.GetTitledFirstNameNoRegnal] has refused our demand. Despite this, [From.GetTitledFirstNameNoRegnal] does not believe we are in a position to go to war, and has decided to let the matter drop for now.;;;;;;;;;x
EVTOPTA_PlusFaction_305;Fair enough;Fair enough;Das ist fair;;Fair enough;;;;;;;;;x
EVTOPTB_PlusFaction_305;I trust [From.GetTitledFirstNameNoRegnal]'s judgment;I trust [From.GetTitledFirstNameNoRegnal]'s judgment;Ich vertraue dem Urteil von [From.GetTitledFirstNameNoRegnal];;I trust [From.GetTitledFirstNameNoRegnal]'s judgment;;;;;;;;;x
EVTOPTC_PlusFaction_305;Nothing? This is an outrage!;Nothing? This is an outrage!;Nichts? Das ist ein Skandal!;;Nothing? This is an outrage!;;;;;;;;;x
EVTDESC_PlusFaction_306;While [From.GetTitledFirstNameNoRegnal] called the faction together, it ultimately turned out to be nothing more than a social occasion with little of importance to discuss. A few of those present expressed frustration at the pointlessness of the entire affair.;While [From.GetTitledFirstNameNoRegnal] called the faction together, it ultimately turned out to be nothing more than a social occasion with little of importance to discuss. A few of those present expressed frustration at the pointlessness of the entire affair.;Obwohl [From.GetTitledFirstNameNoRegnal] die Fraktion zusammengerufen hatte, stellte sich heraus, dass es sich letztlich nur um einen gesellschaftlichen Anlass handelte, bei dem es wenig Wichtiges zu besprechen gab. Einige der Anwesenden äußerten ihre Frustration über die Sinnlosigkeit der ganzen Angelegenheit.;;While [From.GetTitledFirstNameNoRegnal] called the faction together, it ultimately turned out to be nothing more than a social occasion with little of importance to discuss. A few of those present expressed frustration at the pointlessness of the entire affair.;;;;;;;;;x
EVTOPTA_PlusFaction_306;I don't mind, to be honest;I don't mind, to be honest;Das stört mich nicht, um ehrlich zu sein.;;I don't mind, to be honest;;;;;;;;;x
EVTOPTB_PlusFaction_306;I happen to agree with them;I happen to agree with them;Ich stimme ihnen zufällig zu.;;I happen to agree with them;;;;;;;;;x
EVTDESC_PlusFaction_307A;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Court Faction.;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Court Faction.;Nachdem die Fraktionssitzung einmal zu oft verschoben wurde, sah sich [From.GetTitledFirstNameNoRegnal] gezwungen, als Anführer der Hoffraktion zurückzutreten.;;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Court Faction.;;;;;;;;;x
EVTDESC_PlusFaction_307B;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Prosperity Faction.;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Prosperity Faction.;Nachdem die Fraktionssitzung einmal zu oft verschoben wurde, war [From.GetTitledFirstNameNoRegnal] gezwungen, als Anführer der Wohlstandsfraktion zurückzutreten.;;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Prosperity Faction.;;;;;;;;;x
EVTDESC_PlusFaction_307C;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Glory Faction.;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Glory Faction.;Nachdem die Fraktionssitzung ein Mal zu oft verschoben wurde, war [From.GetTitledFirstNameNoRegnal] gezwungen, als Anführer der Ruhm-Fraktion zurückzutreten.;;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Glory Faction.;;;;;;;;;x
EVTDESC_PlusFaction_307D;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Tradition Faction.;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Tradition Faction.;Nachdem die Fraktionssitzung einmal zu oft verschoben wurde, war [From.GetTitledFirstNameNoRegnal] gezwungen, als Anführer der Traditions-Fraktion zurückzutreten.;;After postponing the faction meeting one too many times, [From.GetTitledFirstNameNoRegnal] was forced to step down as leader of the Tradition Faction.;;;;;;;;;x
EVTDESC_PlusFaction_308;For obvious reasons, our faction meeting will have to be postponed.\n\nSincerely,\n[From.GetTitledName];For obvious reasons, our faction meeting will have to be postponed.\n\nSincerely,\n[From.GetTitledName];Aus offensichtlichen Gründen muss unsere Fraktionssitzung verschoben werden.\n\nAufrichtig,\n[From.GetTitledName];;For obvious reasons, our faction meeting will have to be postponed.\n\nSincerely,\n[From.GetTitledName];;;;;;;;;x
EVTDESC_PlusFaction_310;I have decided that this meeting is best spent promoting the interests of my most important ally - myself. How will I proceed?;J'ai décidé que je passeroi cette réunion à promouvoir les intérests de mon allié le plus important - moi-mesme. Comment vois-je procéder ?;Ich habe beschlossen, dass dieses Treffen am besten dazu genutzt werden sollte, die Interessen meines wichtigsten Verbündeten zu fördern - mich selbst. Wie werde ich vorgehen?;;I have decided that this meeting is best spent promoting the interests of my most important ally - myself. How will I proceed?;;;;;;;;;x
EVTOPTA_PlusFaction_310;Hold a self-congratulatory speech;Tenir un discours d'auto-congratulation;Eine selbstbeweihräuchernde Rede halten;;Hold a self-congratulatory speech;;;;;;;;;x
EVTOPTB_PlusFaction_310;Ask the faction for 'membership dues';Demander des cotisations aulx membres;"Die Fraktion um ""Mitgliedsbeiträge"" bitten";;Ask the faction for 'membership dues';;;;;;;;;x
EVTDESC_PlusFaction_311_Great;With a steady voice and eloquent rhetoric, you deliver what is perhaps the greatest speech of your life. Praising your friends, denouncing your enemies and subtly reinforcing your virtues, you soon have the whole faction on their feet, applauding and shouting your name.;Avec une voix assurée et une rhétorique éloquente, vous donnez ce qui est peult-estre le plus grand discours de votre vie. Louant vos amis, accusant vos ennemis et soulignant subtilement vos vertus, la faction entière est bientost à vos pieds, applaudissant et criant votre nom.;Mit fester Stimme und wortgewaltiger Rhetorik halten Sie die vielleicht größte Rede Ihres Lebens. Sie loben Ihre Freunde, prangern Ihre Feinde an und betonen auf subtile Weise Ihre Tugenden, und schon bald ist die gesamte Fraktion auf den Beinen, applaudiert und ruft Ihren Namen.;;With a steady voice and eloquent rhetoric, you deliver what is perhaps the greatest speech of your life. Praising your friends, denouncing your enemies and subtly reinforcing your virtues, you soon have the whole faction on their feet, applauding and shouting your name.;;;;;;;;;x
EVTDESC_PlusFaction_311_Good;Speaking to the assembled Lords, you manage to win over most of the audience with your skillful rhetoric and even elicit some applause and cheering at the end.;En parlant aulx Seigneurs réunis avec une rhétorique maitrisée, vous réussissez à rallier à votre cause la majeure partie de l'audience,et mesme à susciter quelques acclamations et applaudissements à la fin.;Als Sie vor den versammelten Lords sprechen, gelingt es Ihnen, die meisten Zuhörer mit Ihrer geschickten Rhetorik für sich zu gewinnen und am Ende sogar Applaus und Jubel auszulösen.;;Speaking to the assembled Lords, you manage to win over most of the audience with your skillful rhetoric and even elicit some applause and cheering at the end.;;;;;;;;;x
EVTDESC_PlusFaction_311_Fair;Stumbling on a word here and there, you nonetheless manage to deliver a more or less coherent speech to the assembled Lords. The applause is merely polite, but at least nobody is heckling you.;Trébuchant sur quelques mots, vous réussissez néamoins à donner un discours plus ou moins cohérent aulx Seigneurs réunis. Des applaudissements polis résonnent, mais au moins personne ne vous siffle.;Auch wenn Sie hier und da über ein Wort stolpern, gelingt es Ihnen, eine mehr oder weniger kohärente Rede vor den versammelten Lords zu halten. Der Beifall ist zwar nur höflich, aber wenigstens macht Ihnen niemand einen Strich durch die Rechnung.;;Stumbling on a word here and there, you nonetheless manage to deliver a more or less coherent speech to the assembled Lords. The applause is merely polite, but at least nobody is heckling you.;;;;;;;;;x
EVTDESC_PlusFaction_311_Poor;Your attempts to win over the assembled Lords with your rhetoric falls on deaf ears. You stumble on phrasing, mispronounce words and forget the name of an important noble in the room. What little applause you get at the end is muted by jeers, but at least nobody is laughing.;Vos efforts rhétoriques pour rassembler les Seigneurs réunis à votre cause tombent dans l'oreille d'un sourd. Vous bégayez, écorchez des mots et oubliez le nom d'un noble important.Les quelques applaudissements sont étouffés par les huées, mais au moins personne ne rit.;Ihre Versuche, die versammelten Herren mit Ihrer Rhetorik zu überzeugen, stoßen auf taube Ohren. Du stolperst über Formulierungen, sprichst Wörter falsch aus und vergisst den Namen eines wichtigen Adligen im Saal. Der wenige Beifall, den du am Ende bekommst, wird durch Spott gedämpft, aber wenigstens lacht niemand.;;Your attempts to win over the assembled Lords with your rhetoric falls on deaf ears. You stumble on phrasing, mispronounce words and forget the name of an important noble in the room. What little applause you get at the end is muted by jeers, but at least nobody is laughing.;;;;;;;;;x
EVTDESC_PlusFaction_311_Terrible;Mere seconds after you begin to speak to the assembled Lords, you know that things are about to go badly. What follows are several long minutes of humiliation as you struggle your way through what you intended to be an inspiring speech. In the end, you are laughed out of the room and uncermoniously removed from leadership.;Quelques secondes après avoir commencé à parler aulx Seigneurs réunis, vous savez que les choses vont mal se passer. Ce qui suit sont plusieurs longues minutes d'humiliation alors que vous peinez à donner ce qui auroit du estre un discours inspirant. A la fin, les rires vous chassent de la pièce et votre position de meneur vous est retirée sans cérémonie.;Schon wenige Sekunden, nachdem Sie begonnen haben, zu den versammelten Lords zu sprechen, wissen Sie, dass die Dinge schlecht laufen werden. Was folgt, sind mehrere lange Minuten der Demütigung, während Sie sich durch das kämpfen, was Sie als inspirierende Rede geplant hatten. Am Ende werden Sie aus dem Saal gelacht und ohne Vorwarnung aus der Führung entfernt.;;Mere seconds after you begin to speak to the assembled Lords, you know that things are about to go badly. What follows are several long minutes of humiliation as you struggle your way through what you intended to be an inspiring speech. In the end, you are laughed out of the room and uncermoniously removed from leadership.;;;;;;;;;x
EVTOPTA_PlusFaction_311;They will surely support me now!;Ils vont susrement me soutenir maintenant !;Jetzt werden sie mich sicher unterstützen!;;They will surely support me now!;;;;;;;;;x
EVTOPTB_PlusFaction_311;I have gained new allies;J'ai gagné de nouveaulx alliés.;Ich habe neue Verbündete gewonnen;;I have gained new allies;;;;;;;;;x
EVTOPTC_PlusFaction_311;At least I did a little good;Au moins, j'ai fait quelques bonnes choses;Wenigstens habe ich ein wenig Gutes getan;;At least I did a little good;;;;;;;;;x
EVTOPTD_PlusFaction_311;I suppose it wasn't a complete disaster;J'imagine que ce n'estoit point un désastre complet;Ich nehme an, es war keine komplette Katastrophe;;I suppose it wasn't a complete disaster;;;;;;;;;x
EVTOPTE_PlusFaction_311;How could this have happened to me?!;Comment cela a-t-il pu m'arriver ?;Wie konnte mir das nur passieren?!;;How could this have happened to me?!;;;;;;;;;x
EVTDESC_PlusFaction_312_Great;With a steady voice and eloquent rhetoric, [From.GetBestName] delivers an inspiring speech to the assembled Lords. By the end of it you are on your feet, applauding and shouting [From.GetHerHis] name.;Avec une voix assurée et une rhétorique éloquente, [From.GetBestName] donne un discours inspirant aulx Seigneurs réunis. A la fin du discours vous estes debout, applaudissant et criant le nom de  [From.GetBestName].;Mit fester Stimme und eloquenter Rhetorik hält [From.GetBestName] eine inspirierende Rede vor den versammelten Lords. Am Ende der Rede sind Sie auf den Beinen, applaudieren und rufen [From.GetHerHis] Namen.;;With a steady voice and eloquent rhetoric, [From.GetBestName] delivers an inspiring speech to the assembled Lords. By the end of it you are on your feet, applauding and shouting [From.GetHerHis] name.;;;;;;;;;x
EVTDESC_PlusFaction_312_Good;Speaking to the assembled Lords, [From.GetBestName] manages to win over the audience with [From.GetHerHis] skillful rhetoric and even elicit some applause and cheering at the end.;En parlant aulx Seigneurs réunis avec une rhétorique maitrisée, [From.GetBestName] réussit à rallier à [From.GetHerHis] cause la majeure partie de l'audience,et mesme à susciter quelques acclamations et applaudissements à la fin.;In seiner Rede vor den versammelten Lords schafft es [From.GetBestName], die Zuhörer mit [From.GetHerHis] geschickter Rhetorik für sich einzunehmen und am Ende sogar etwas Applaus und Jubel hervorzurufen.;;Speaking to the assembled Lords, [From.GetBestName] manages to win over the audience with [From.GetHerHis] skillful rhetoric and even elicit some applause and cheering at the end.;;;;;;;;;x
EVTDESC_PlusFaction_312_Fair;Stumbling on a word here and there, [From.GetBestName] manages to deliver a more or less coherent speech to the assembled Lords. The applause is merely polite, but [From.GetSheHe] has at least shown some leadership.;Trébuchant sur quelques mots,[From.GetBestName]  réussit néamoins à donner un discours plus ou moins cohérent aulx Seigneurs réunis. Des applaudissements polis résonnent, mais au moins [From.GetSheHe] a fait quelque preuve de ses capacités de meneur.;Obwohl er hier und da über ein Wort stolpert, gelingt es [From.GetBestName], eine mehr oder weniger kohärente Rede vor den versammelten Lords zu halten. Der Applaus ist zwar nur höflich, aber [From.GetSheHe] hat wenigstens etwas Führungsstärke gezeigt.;;Stumbling on a word here and there, [From.GetBestName] manages to deliver a more or less coherent speech to the assembled Lords. The applause is merely polite, but [From.GetSheHe] has at least shown some leadership.;;;;;;;;;x
EVTDESC_PlusFaction_312_Poor;[From.GetBestName]'s attempts to win over the assembled Lords with rhetoric falls on deaf ears. [From.GetSheHeCap] stumbles on phrasing, mispronounces words and forgets the name of an important noble in the room. What little applause there is at the end is muted by the jeers.;Les efforts rhétoriques de [From.GetBestName] pour rassembler les Seigneurs réunis à [From.GetHerHis] cause tombent dans l'oreille d'un sourd. [From.GetSheHeCap] bégaye, écorche des mots et oublie le nom d'un noble important.Les quelques applaudissements sont étouffés par les huées.;Die Versuche von [From.GetBestName], die versammelten Lords mit Rhetorik für sich zu gewinnen, stoßen auf taube Ohren. [From.GetSheHeCap] stolpert über Formulierungen, spricht Wörter falsch aus und vergisst den Namen eines wichtigen Adligen im Raum. Der spärliche Applaus am Ende wird durch das Gejohle gedämpft.;;[From.GetBestName]'s attempts to win over the assembled Lords with rhetoric falls on deaf ears. [From.GetSheHeCap] stumbles on phrasing, mispronounces words and forgets the name of an important noble in the room. What little applause there is at the end is muted by the jeers.;;;;;;;;;x
EVTDESC_PlusFaction_312_Terrible;Mere seconds after [From.GetBestName] begins to speak to the assembled Lords, you know that things are about to go badly. What follows is the worst speech you have been forced to listen to in your life, and the only thing louder than the jeers is the laughter. In the end, the whole faction agrees to remove [From.GetFirstName] from leadership.;Quelques secondes après que [From.GetBestName] commence à parler aulx Seigneurs réunis, vous savez que les choses vont mal se passer. Ce qui suit est le pire discours que vous ayez été forcé d'ouïr durant votre vie, et la seule chose plus sonore que les huées sont les rires. A la fin, les membres décident unanimement de destituer [From.GetFirstName] de sa position de meneur.;Schon wenige Sekunden, nachdem [From.GetBestName] beginnt, zu den versammelten Lords zu sprechen, wissen Sie, dass die Dinge schlecht laufen werden. Was dann folgt, ist die schlimmste Rede, die du dir je in deinem Leben anhören musstest, und das Einzige, was noch lauter ist als der Spott, ist das Gelächter. Am Ende einigt sich die gesamte Fraktion darauf, [From.GetFirstName] aus der Führung zu entfernen.;;Mere seconds after [From.GetBestName] begins to speak to the assembled Lords, you know that things are about to go badly. What follows is the worst speech you have been forced to listen to in your life, and the only thing louder than the jeers is the laughter. In the end, the whole faction agrees to remove [From.GetFirstName] from leadership.;;;;;;;;;x
EVTOPTA_PlusFaction_312;Hail to [From.GetTitledFirstName]!;Gloire à [From.GetTitledFirstName]!;Ein Hoch auf [From.GetTitledFirstName]!;;Hail to [From.GetTitledFirstName]!;;;;;;;;;x
EVTOPTB_PlusFaction_312;Well done!;Bien joué!;Gut gemacht!;;Well done!;;;;;;;;;x
EVTOPTC_PlusFaction_312;*yawn*;*basillement*;*gähn*;;*yawn*;;;;;;;;;x
EVTOPTD_PlusFaction_312;Boo!;Houuu!;Buh!;;Boo!;;;;;;;;;x
EVTOPTE_PlusFaction_312;Get that [From.GetManWoman] out of here!;Faites-moi sortir ce [From.GetManWoman]!;Schafft die [From.GetManWoman] hier raus!;;Get that [From.GetManWoman] out of here!;;;;;;;;;x
EVTDESC_PlusFaction_313A;I have decided to rally support for [Root.Liege.GetTitledFirstNameNoRegnal] among the members of my faction, despite their hostility to the idea presenting a significant hurdle. What approach should I take in order to strengthen [Root.Liege.GetHerHis] rule?;I have decided to rally support for [Root.Liege.GetTitledFirstNameNoRegnal] among the members of my faction, despite their hostility to the idea presenting a significant hurdle. What approach should I take in order to strengthen [Root.Liege.GetHerHis] rule?;Ich habe beschlossen, die Mitglieder meiner Fraktion für [Root.Liege.GetTitledFirstNameNoRegnal] zu gewinnen, obwohl ihre Ablehnung der Idee gegenüber eine große Hürde darstellt. Welchen Ansatz sollte ich verfolgen, um die Herrschaft von [Root.Liege.GetHerHis] zu stärken?;;I have decided to rally support for [Root.Liege.GetTitledFirstNameNoRegnal] among the members of my faction, despite their hostility to the idea presenting a significant hurdle. What approach should I take in order to strengthen [Root.Liege.GetHerHis] rule?;;;;;;;;;x
EVTDESC_PlusFaction_313B;I have decided to rally support for [Root.Liege.GetTitledFirstNameNoRegnal] among the members of my faction. What should I do to strengthen [Root.Liege.GetHerHis] rule?;J'ai décidé de rassembler du soutien pour [Root.Liege.GetTitledFirstName] parmi les membres de ma faction. Que devrois-je faire pour renforcer le règne de [Root.Liege.GetHerHis] ?;Ich habe beschlossen, die Mitglieder meiner Fraktion für [Root.Liege.GetTitledFirstNameNoRegnal] zu gewinnen. Was sollte ich tun, um die Herrschaft von [Root.Liege.GetHerHis] zu stärken?;;I have decided to rally support for [Root.Liege.GetTitledFirstName] among the members of my faction. What should I do to strengthen [Root.Liege.GetHerHis] rule?;;;;;;;;;x
EVTOPTA_PlusFaction_313;I will praise [Root.Liege.GetTitledFirstNameNoRegnal] in a speech;I will praise [Root.Liege.GetTitledFirstNameNoRegnal] in a speech;Ich werde [Root.Liege.GetTitledFirstNameNoRegnal] in einer Rede loben;;I will praise [Root.Liege.GetTitledFirstNameNoRegnal] in a speech;;;;;;;;;x
EVTOPTB_PlusFaction_313;I will propose financial aid to our liege;I will propose financial aid to our liege;Ich werde unserem Lehnsherrn finanzielle Hilfe vorschlagen;;I will propose financial aid to our liege;;;;;;;;;x
EVTOPTC_PlusFaction_313;I will suggest we provide [Root.Liege.GetTitledFirstNameNoRegnal] a show of support;I will suggest we provide [Root.Liege.GetTitledFirstNameNoRegnal] a show of support;Ich schlage vor, dass wir [Root.Liege.GetTitledFirstNameNoRegnal] ein Zeichen der Unterstützung geben;;I will suggest we provide [Root.Liege.GetTitledFirstNameNoRegnal] a show of support;;;;;;;;;x
