#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x,,,,
AI_EVENT;AI_EVENT;AI_EVENT;AI_EVENT;;AI_EVENT;;;;;;;;;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVTOPTA_Plus_1435;We will need to keep an eye on things;We will need to keep an eye on things;We will need to keep an eye on things;;We will need to keep an eye on things;;;;;;;;;x
EVTDESC_Plus_1436;A dispute has arisen with merchants in [Root.GetName], many of whom are unaccustomed to the idea of setting up in buildings as we are asking them to. They prefer their traditional methods, they say. Unless we get the merchants on board with the new city, it will never be completed.;A dispute has arisen with merchants in [Root.GetName], many of whom are unaccustomed to the idea of setting up in buildings as we are asking them to. They prefer their traditional methods, they say. Unless we get the merchants on board with the new city, it will never be completed.;A dispute has arisen with merchants in [Root.GetName], many of whom are unaccustomed to the idea of setting up in buildings as we are asking them to. They prefer their traditional methods, they say. Unless we get the merchants on board with the new city, it will never be completed.;;A dispute has arisen with merchants in [Root.GetName], many of whom are unaccustomed to the idea of setting up in buildings as we are asking them to. They prefer their traditional methods, they say. Unless we get the merchants on board with the new city, it will never be completed.;;;;;;;;;x
EVTOPTA_Plus_1436;I will negotiate with these merchants myself;I will negotiate with these merchants myself;I will negotiate with these merchants myself;;I will negotiate with these merchants myself;;;;;;;;;x
EVTOPTB_Plus_1436;Send [Root.job_treasurer.GetTitledFirstNameNoRegnal] to negotiate with them;Send [Root.job_treasurer.GetTitledFirstNameNoRegnal] to negotiate with them;Send [Root.job_treasurer.GetTitledFirstNameNoRegnal] to negotiate with them;;Send [Root.job_treasurer.GetTitledFirstNameNoRegnal] to negotiate with them;;;;;;;;;x
EVTOPTC_Plus_1436;Round up a few and execute them, to show them their place;Round up a few and execute them, to show them their place;Round up a few and execute them, to show them their place;;Round up a few and execute them, to show them their place;;;;;;;;;x
EVTOPTD_Plus_1436;They are holding out for more coin, I suspect;They are holding out for more coin, I suspect;They are holding out for more coin, I suspect;;They are holding out for more coin, I suspect;;;;;;;;;x
EVTOPTE_Plus_1436;We have no choice but to abandon the project;We have no choice but to abandon the project;We have no choice but to abandon the project;;We have no choice but to abandon the project;;;;;;;;;x
EVTDESC_Plus_1437;After years of effort, the new city in [Root.GetName] is finally complete!;After years of effort, the new city in [Root.GetName] is finally complete!;After years of effort, the new city in [Root.GetName] is finally complete!;;After years of effort, the new city in [Root.GetName] is finally complete!;;;;;;;;;x
EVTDESC_Plus.1454;This decision allows you to play a completely different game. By proceeding you will be able to generate a completely random world with the option of ancient religions, or standard religions. You will even be able to decide if everyone starts as a count, duke or king. Please keep in mind that if this is a multiplayer game only the host should do these options.;This decision allows you to play a completely different game. By proceeding you will be able to generate a completely random world with the option of ancient religions, or standard religions. You will even be able to decide if everyone starts as a count, duke or king. Please keep in mind that if this is a multiplayer game only the host should do these options.;This decision allows you to play a completely different game. By proceeding you will be able to generate a completely random world with the option of ancient religions, or standard religions. You will even be able to decide if everyone starts as a count, duke or king. Please keep in mind that if this is a multiplayer game only the host should do these options.;;This decision allows you to play a completely different game. By proceeding you will be able to generate a completely random world with the option of ancient religions, or standard religions. You will even be able to decide if everyone starts as a count, duke or king. Please keep in mind that if this is a multiplayer game only the host should do these options.;;;;;;;
EVTOPTA_Plus.1454;Sounds intriguing;Sounds intriguing;Sounds intriguing;;Sounds intriguing;;;;;;;;;
EVTOPTB_Plus.1454;What nonsense;What nonsense;What nonsense;;What nonsense;;;;;;;;;
EVTDESC_Plus.1455;Would you like to use standard religions, or ancient religions (such as Kemetic, Celtic etc)?\nThe game will appear to be frozen and non-responsive after picking this choice, this is normal and you must simply wait. A lot of messages will also appear afterwards, just hold the enter key to get rid of them easily.;Would you like to use standard religions, or ancient religions (such as Kemetic, Celtic etc)?\nThe game will appear to be frozen and non-responsive after picking this choice, this is normal and you must simply wait. A lot of messages will also appear afterwards, just hold the enter key to get rid of them easily.;Would you like to use standard religions, or ancient religions (such as Kemetic, Celtic etc)?\nThe game will appear to be frozen and non-responsive after picking this choice, this is normal and you must simply wait. A lot of messages will also appear afterwards, just hold the enter key to get rid of them easily.;;Would you like to use standard religions, or ancient religions (such as Kemetic, Celtic etc)?\nThe game will appear to be frozen and non-responsive after picking this choice, this is normal and you must simply wait. A lot of messages will also appear afterwards, just hold the enter key to get rid of them easily.;;;;;;;;;
EVTOPTA_Plus.1455;Standard Religions;Standard Religions;Standard Religions;;Standard Religions;;;;;;;;;
EVTOPTB_Plus.1455;Ancient Religions;Ancient Religions;Ancient Religions;;Ancient Religions;;;;;;;;;
EVTOPTC_Plus.1455;Nevermind;Nevermind;Nevermind;;Nevermind;;;;;;;;;
EVTDESC_Plus.1456;What tier would you like all independent rulers to be?\n\nAs last time, the game will appear frozen and unresponsive, this is normal just wait it out.;What tier would you like all independent rulers to be?\n\nAs last time, the game will appear frozen and unresponsive, this is normal just wait it out.;What tier would you like all independent rulers to be?\n\nAs last time, the game will appear frozen and unresponsive, this is normal just wait it out.;;What tier would you like all independent rulers to be?\n\nAs last time, the game will appear frozen and unresponsive, this is normal just wait it out.;;;;;;;;;
EVTOPTA_Plus.1456;Counts;Counts;Counts;;Counts;;;;;;;;;
EVTOPTB_Plus.1456;Dukes;Dukes;Dukes;;Dukes;;;;;;;;;
EVTOPTC_Plus.1456;Kings;Kings;Kings;;Kings;;;;;;;;;
EVTDESC_Plus.1457;The map is now generated. It is highly suggested that you now save your game in case issues arise.;The map is now generated. It is highly suggested that you now save your game in case issues arise.;The map is now generated. It is highly suggested that you now save your game in case issues arise.;;The map is now generated. It is highly suggested that you now save your game in case issues arise.;;;;;;;;;
EVTOPTA_Plus.1457;Onto a brave new world!;Onto a brave new world!;Onto a brave new world!;;Onto a brave new world!;;;;;;;;;
EVTDESC_Plus_1500_A;My spies believe they have collected enough information on [target_spy_on.GetTitledFirstName]'s comings and goings that my plot should now have a better chance of success, and indeed should happen more quickly than originally planned.;My spies believe they have collected enough information on [target_spy_on.GetTitledFirstName]'s comings and goings that my plot should now have a better chance of success, and indeed should happen more quickly than originally planned.;My spies believe they have collected enough information on [target_spy_on.GetTitledFirstName]'s comings and goings that my plot should now have a better chance of success, and indeed should happen more quickly than originally planned.;;My spies believe they have collected enough information on [target_spy_on.GetTitledFirstName]'s comings and goings that my plot should now have a better chance of success, and indeed should happen more quickly than originally planned.;;;;;;;;;
EVTDESC_Plus_1500_B;My spies believe they have collected enough information on [target_spy_on.GetTitledFirstName]'s comings and goings that the plot against [target_spy_on.GetHerHim] should now have a much better chance of success.;My spies believe they have collected enough information on [target_spy_on.GetTitledFirstName]'s comings and goings that the plot against [target_spy_on.GetHerHim] should now have a much better chance of success.;My spies believe they have collected enough information on [target_spy_on.GetTitledFirstName]'s comings and goings that the plot against [target_spy_on.GetHerHim] should now have a much better chance of success.;;My spies believe they have collected enough information on [target_spy_on.GetTitledFirstName]'s comings and goings that the plot against [target_spy_on.GetHerHim] should now have a much better chance of success.;;;;;;;;;
EVTDESC_Plus_1501;My [Root.GetLordLady],\nMy people have been watching [target_spy_on.GetTitledName] for some time now, and we've acquired enough knowledge of [target_spy_on.GetHerHis] comings and going to help your plot against [target_spy_on.GetHerHim]. With luck, my information will see us to success.\n\nWith respect,\n[From.GetTitledName];My [Root.GetLordLady],\nMy people have been watching [target_spy_on.GetTitledName] for some time now, and we've acquired enough knowledge of [target_spy_on.GetHerHis] comings and going to help your plot against [target_spy_on.GetHerHim]. With luck, my information will see us to success.\n\nWith respect,\n[From.GetTitledName];My [Root.GetLordLady],\nMy people have been watching [target_spy_on.GetTitledName] for some time now, and we've acquired enough knowledge of [target_spy_on.GetHerHis] comings and going to help your plot against [target_spy_on.GetHerHim]. With luck, my information will see us to success.\n\nWith respect,\n[From.GetTitledName];;My [Root.GetLordLady],\nMy people have been watching [target_spy_on.GetTitledName] for some time now, and we've acquired enough knowledge of [target_spy_on.GetHerHis] comings and going to help your plot against [target_spy_on.GetHerHim]. With luck, my information will see us to success.\n\nWith respect,\n[From.GetTitledName];;;;;;;;;
EVTDESC_Plus_1505;An interesting bit of information has surfaced from my spying on [target_spy_on.GetTitledFirstName]: the man everyone believes to be [[target_spy_on.GetHerHis] father is not. [target_spy_on.GetHerHisCap] mother, [target_spy_on.Mother.GetTitledFirstName] once had a torried affair with [target_spy_on.RealFather.GetTitledName], and it is he who is [target_spy_on.GetTitledFirstName]'s real father.;An interesting bit of information has surfaced from my spying on [target_spy_on.GetTitledFirstName]: the man everyone believes to be [[target_spy_on.GetHerHis] father is not. [target_spy_on.GetHerHisCap] mother, [target_spy_on.Mother.GetTitledFirstName] once had a torried affair with [target_spy_on.RealFather.GetTitledName], and it is he who is [target_spy_on.GetTitledFirstName]'s real father.;An interesting bit of information has surfaced from my spying on [target_spy_on.GetTitledFirstName]: the man everyone believes to be [[target_spy_on.GetHerHis] father is not. [target_spy_on.GetHerHisCap] mother, [target_spy_on.Mother.GetTitledFirstName] once had a torried affair with [target_spy_on.RealFather.GetTitledName], and it is he who is [target_spy_on.GetTitledFirstName]'s real father.;;An interesting bit of information has surfaced from my spying on [target_spy_on.GetTitledFirstName]: the man everyone believes to be [[target_spy_on.GetHerHis] father is not. [target_spy_on.GetHerHisCap] mother, [target_spy_on.Mother.GetTitledFirstName] once had a torried affair with [target_spy_on.RealFather.GetTitledName], and it is he who is [target_spy_on.GetTitledFirstName]'s real father.;;;;;;;;;
EVTOPTA_Plus_1505;Blackmail [target_spy_on.RealFather.GetTitledFirstName];Blackmail [target_spy_on.RealFather.GetTitledFirstName];Blackmail [target_spy_on.RealFather.GetTitledFirstName];;Blackmail [target_spy_on.RealFather.GetTitledFirstName];;;;;;;;;
EVTOPTB_Plus_1505;Reveal the truth for all to see;Reveal the truth for all to see;Reveal the truth for all to see;;Reveal the truth for all to see;;;;;;;;;
EVTOPTC_Plus_1505;I have no interest in this;I have no interest in this;I have no interest in this;;I have no interest in this;;;;;;;;;
EVTDESC_Plus_1506;My [Root.GetLordLady],\nIt has come to my attention that you are, in truth, the father of [target_spy_on.GetTitledName]. No, there is no need to deny it. I have several letters between yourself and [target_spy_on.Mother.GetTitledFirstName] in my possession. If you do not make it worth my time to keep them to myself, it will be most unfortunate.\n\nSigned,\n[From.GetTitledName];My [Root.GetLordLady],\nIt has come to my attention that you are, in truth, the father of [target_spy_on.GetTitledName]. No, there is no need to deny it. I have several letters between yourself and [target_spy_on.Mother.GetTitledFirstName] in my possession. If you do not make it worth my time to keep them to myself, it will be most unfortunate.\n\nSigned,\n[From.GetTitledName];My [Root.GetLordLady],\nIt has come to my attention that you are, in truth, the father of [target_spy_on.GetTitledName]. No, there is no need to deny it. I have several letters between yourself and [target_spy_on.Mother.GetTitledFirstName] in my possession. If you do not make it worth my time to keep them to myself, it will be most unfortunate.\n\nSigned,\n[From.GetTitledName];;My [Root.GetLordLady],\nIt has come to my attention that you are, in truth, the father of [target_spy_on.GetTitledName]. No, there is no need to deny it. I have several letters between yourself and [target_spy_on.Mother.GetTitledFirstName] in my possession. If you do not make it worth my time to keep them to myself, it will be most unfortunate.\n\nSigned,\n[From.GetTitledName];;;;;;;;;
EVTDESC_Plus_1507;It seems you leave me no choice. To protect both my own reputation and that of [target_spy_on.GetTitledFirstName], It seems I must do as you demand.\n\nSigned,\n[From.GetTitledName];It seems you leave me no choice. To protect both my own reputation and that of [target_spy_on.GetTitledFirstName], It seems I must do as you demand.\n\nSigned,\n[From.GetTitledName];It seems you leave me no choice. To protect both my own reputation and that of [target_spy_on.GetTitledFirstName], It seems I must do as you demand.\n\nSigned,\n[From.GetTitledName];;It seems you leave me no choice. To protect both my own reputation and that of [target_spy_on.GetTitledFirstName], It seems I must do as you demand.\n\nSigned,\n[From.GetTitledName];;;;;;;;;
EVTDESC_Plus_1508;You believe I am concerned that anyone might know of [target_spy_on.GetTitledFirstName]'s true lineage? I have borne scandal before. Do your worst, fiend, you shall see no profit in this deed.\n\nSigned,\n[From.GetTitledName];You believe I am concerned that anyone might know of [target_spy_on.GetTitledFirstName]'s true lineage? I have borne scandal before. Do your worst, fiend, you shall see no profit in this deed.\n\nSigned,\n[From.GetTitledName];You believe I am concerned that anyone might know of [target_spy_on.GetTitledFirstName]'s true lineage? I have borne scandal before. Do your worst, fiend, you shall see no profit in this deed.\n\nSigned,\n[From.GetTitledName];;You believe I am concerned that anyone might know of [target_spy_on.GetTitledFirstName]'s true lineage? I have borne scandal before. Do your worst, fiend, you shall see no profit in this deed.\n\nSigned,\n[From.GetTitledName];;;;;;;;;
EVTOPTA_Plus_1508;Then it seems everyone must know the truth;Then it seems everyone must know the truth;Then it seems everyone must know the truth;;Then it seems everyone must know the truth;;;;;;;;;
EVTOPTB_Plus_1508;Bah! Fair enough, I'll not go through with it;Bah! Fair enough, I'll not go through with it;Bah! Fair enough, I'll not go through with it;;Bah! Fair enough, I'll not go through with it;;;;;;;;;
EVTDESC_Plus_1509;News has been circulating throughout court that [Root.Father.GetTitledFirstNameNoRegnal] is not, in fact, your father. They say [target_true_father.GetTitledName] is, and, true or not, it seems everyone believes the scandal. You have been declared a bastard.;News has been circulating throughout court that [Root.Father.GetTitledFirstNameNoRegnal] is not, in fact, your father. They say [target_true_father.GetTitledName] is, and, true or not, it seems everyone believes the scandal. You have been declared a bastard.;News has been circulating throughout court that [Root.Father.GetTitledFirstNameNoRegnal] is not, in fact, your father. They say [target_true_father.GetTitledName] is, and, true or not, it seems everyone believes the scandal. You have been declared a bastard.;;News has been circulating throughout court that [Root.Father.GetTitledFirstNameNoRegnal] is not, in fact, your father. They say [target_true_father.GetTitledName] is, and, true or not, it seems everyone believes the scandal. You have been declared a bastard.;;;;;;;;;
EVTOPTA_Plus_1509;How can this be??;How can this be??;How can this be??;;How can this be??;;;;;;;;;
EVTDESC_Plus_1510;News has been circulating throughout court that [target_spy_on.Father.GetTitledName] is not, in fact, the father of [target_spy_on.GetTitledName]. [target_true_father.GetTitledName] is, having once had a torried affair with [target_spy_on.Mother.GetTitledFirstNameNoRegnal], the child kept a secret.;News has been circulating throughout court that [target_spy_on.Father.GetTitledName] is not, in fact, the father of [target_spy_on.GetTitledName]. [target_true_father.GetTitledName] is, having once had a torried affair with [target_spy_on.Mother.GetTitledFirstNameNoRegnal], the child kept a secret.;News has been circulating throughout court that [target_spy_on.Father.GetTitledName] is not, in fact, the father of [target_spy_on.GetTitledName]. [target_true_father.GetTitledName] is, having once had a torried affair with [target_spy_on.Mother.GetTitledFirstNameNoRegnal], the child kept a secret.;;News has been circulating throughout court that [target_spy_on.Father.GetTitledName] is not, in fact, the father of [target_spy_on.GetTitledName]. [target_true_father.GetTitledName] is, having once had a torried affair with [target_spy_on.Mother.GetTitledFirstNameNoRegnal], the child kept a secret.;;;;;;;;;
EVTOPTA_Plus_1510;Such a scandal!;Such a scandal!;Such a scandal!;;Such a scandal!;;;;;;;;;
EVTDESC_Plus_1515;My spies have uncovered some interesting information on [target_spy_on.GetTitledFirstNameNoRegnal]: [target_spy_on.GetSheHe] was recently seen in the company of [target_revealed_lover.GetTitledName], and I'm assured the two of them are clearly lovers and have been for some time.;My spies have uncovered some interesting information on [target_spy_on.GetTitledFirstNameNoRegnal]: [target_spy_on.GetSheHe] was recently seen in the company of [target_revealed_lover.GetTitledName], and I'm assured the two of them are clearly lovers and have been for some time.;My spies have uncovered some interesting information on [target_spy_on.GetTitledFirstNameNoRegnal]: [target_spy_on.GetSheHe] was recently seen in the company of [target_revealed_lover.GetTitledName], and I'm assured the two of them are clearly lovers and have been for some time.;;My spies have uncovered some interesting information on [target_spy_on.GetTitledFirstNameNoRegnal]: [target_spy_on.GetSheHe] was recently seen in the company of [target_revealed_lover.GetTitledName], and I'm assured the two of them are clearly lovers and have been for some time.;;;;;;;;;
EVTOPTA_Plus_1515;Blackmail [target_spy_on.GetTitledFirstNameNoRegnal];Blackmail [target_spy_on.GetTitledFirstNameNoRegnal];Blackmail [target_spy_on.GetTitledFirstNameNoRegnal];;Blackmail [target_spy_on.GetTitledFirstNameNoRegnal];;;;;;;;;
EVTOPTB_Plus_1515;Blackmail [target_revealed_lover.GetTitledFirstNameNoRegnal];Blackmail [target_revealed_lover.GetTitledFirstNameNoRegnal];Blackmail [target_revealed_lover.GetTitledFirstNameNoRegnal];;Blackmail [target_revealed_lover.GetTitledFirstNameNoRegnal];;;;;;;;;
EVTOPTC_Plus_1515;Reveal them;Reveal them;Reveal them;;Reveal them;;;;;;;;;
EVTOPTD_Plus_1515;I have no interest in this;I have no interest in this;I have no interest in this;;I have no interest in this;;;;;;;;;
EVTDESC_Plus_1516;My [Root.GetLordLady],\nI am aware of your affair with [target_revealed_lover.GetTitledFirstNameNoRegnal]. Unless you would like this knowledge to be made freely available to the world, I suggest you make my silence worthwhile, and soon.\n\nSincerely,\n[From.GetTitledName];My [Root.GetLordLady],\nI am aware of your affair with [target_revealed_lover.GetTitledFirstNameNoRegnal]. Unless you would like this knowledge to be made freely available to the world, I suggest you make my silence worthwhile, and soon.\n\nSincerely,\n[From.GetTitledName];My [Root.GetLordLady],\nI am aware of your affair with [target_revealed_lover.GetTitledFirstNameNoRegnal]. Unless you would like this knowledge to be made freely available to the world, I suggest you make my silence worthwhile, and soon.\n\nSincerely,\n[From.GetTitledName];;My [Root.GetLordLady],\nI am aware of your affair with [target_revealed_lover.GetTitledFirstNameNoRegnal]. Unless you would like this knowledge to be made freely available to the world, I suggest you make my silence worthwhile, and soon.\n\nSincerely,\n[From.GetTitledName];;;;;;;;;
EVTDESC_Plus_1516_B;My [Root.GetLordLady],\nI am aware of your affair with [target_spy_on.GetTitledFirstNameNoRegnal]. Unless you would like this knowledge to be made freely available to the world, I suggest you make my silence worthwhile, and soon.\n\nSincerely,\n[From.GetTitledName];My [Root.GetLordLady],\nI am aware of your affair with [target_spy_on.GetTitledFirstNameNoRegnal]. Unless you would like this knowledge to be made freely available to the world, I suggest you make my silence worthwhile, and soon.\n\nSincerely,\n[From.GetTitledName];My [Root.GetLordLady],\nI am aware of your affair with [target_spy_on.GetTitledFirstNameNoRegnal]. Unless you would like this knowledge to be made freely available to the world, I suggest you make my silence worthwhile, and soon.\n\nSincerely,\n[From.GetTitledName];;My [Root.GetLordLady],\nI am aware of your affair with [target_spy_on.GetTitledFirstNameNoRegnal]. Unless you would like this knowledge to be made freely available to the world, I suggest you make my silence worthwhile, and soon.\n\nSincerely,\n[From.GetTitledName];;;;;;;;;
EVTOPTA_Plus_1516;Pay [From.GetHerHim];Pay [From.GetHerHim];Pay [From.GetHerHim];;Pay [From.GetHerHim];;;;;;;;;
EVTOPTB_Plus_1516;[From.GetSheHeCap] will get nothing from me!;[From.GetSheHeCap] will get nothing from me!;[From.GetSheHeCap] will get nothing from me!;;[From.GetSheHeCap] will get nothing from me!;;;;;;;;;
EVTDESC_Plus_1517;What you believe you know is barely worth clarifying. Here is coin enough to keep your silence, wretch, for I have not the time to deal with the scandal your wagging tongue would cause.\n\nTake it and go,\n[From.GetTitledName];What you believe you know is barely worth clarifying. Here is coin enough to keep your silence, wretch, for I have not the time to deal with the scandal your wagging tongue would cause.\n\nTake it and go,\n[From.GetTitledName];What you believe you know is barely worth clarifying. Here is coin enough to keep your silence, wretch, for I have not the time to deal with the scandal your wagging tongue would cause.\n\nTake it and go,\n[From.GetTitledName];;What you believe you know is barely worth clarifying. Here is coin enough to keep your silence, wretch, for I have not the time to deal with the scandal your wagging tongue would cause.\n\nTake it and go,\n[From.GetTitledName];;;;;;;;;
EVTDESC_Plus_1519;Do your worst, [Root.GetTitledFirstNameNoRegnal]. I have not the time to spend on your imaginations, and certainly will not reward you for making threats.\n\nSigned,\n[From.GetTitledName];Do your worst, [Root.GetTitledFirstNameNoRegnal]. I have not the time to spend on your imaginations, and certainly will not reward you for making threats.\n\nSigned,\n[From.GetTitledName];Do your worst, [Root.GetTitledFirstNameNoRegnal]. I have not the time to spend on your imaginations, and certainly will not reward you for making threats.\n\nSigned,\n[From.GetTitledName];;Do your worst, [Root.GetTitledFirstNameNoRegnal]. I have not the time to spend on your imaginations, and certainly will not reward you for making threats.\n\nSigned,\n[From.GetTitledName];;;;;;;;;
EVTOPTA_Plus_1519;Reveal [From.GetHerHis] affair;Reveal [From.GetHerHis] affair;Reveal [From.GetHerHis] affair;;Reveal [From.GetHerHis] affair;;;;;;;;;
EVTOPTB_Plus_1519;Let the matter drop;Let the matter drop;Let the matter drop;;Let the matter drop;;;;;;;;;
EVTDESC_Plus_1525;Your spies have recently overheard [target_spy_on.GetTitledFirstNameNoRegnal] saying some rather unflattering things about [target_new_rival.GetTitledName]. Considering that [target_new_rival.GetTitledFirstNameNoRegnal] also has no love for [target_spy_on.GetHerHim], it might be possible to enflame a rivalry between the two without anyone being the wiser...;Your spies have recently overheard [target_spy_on.GetTitledFirstNameNoRegnal] saying some rather unflattering things about [target_new_rival.GetTitledName]. Considering that [target_new_rival.GetTitledFirstNameNoRegnal] also has no love for [target_spy_on.GetHerHim], it might be possible to enflame a rivalry between the two without anyone being the wiser...;Your spies have recently overheard [target_spy_on.GetTitledFirstNameNoRegnal] saying some rather unflattering things about [target_new_rival.GetTitledName]. Considering that [target_new_rival.GetTitledFirstNameNoRegnal] also has no love for [target_spy_on.GetHerHim], it might be possible to enflame a rivalry between the two without anyone being the wiser...;;Your spies have recently overheard [target_spy_on.GetTitledFirstNameNoRegnal] saying some rather unflattering things about [target_new_rival.GetTitledName]. Considering that [target_new_rival.GetTitledFirstNameNoRegnal] also has no love for [target_spy_on.GetHerHim], it might be possible to enflame a rivalry between the two without anyone being the wiser...;;;;;;;;;
EVTOPTA_Plus_1525;Make the attempt;Make the attempt;Make the attempt;;Make the attempt;;;;;;;;;
EVTOPTB_Plus_1525;No, I don't want to risk it;No, I don't want to risk it;No, I don't want to risk it;;No, I don't want to risk it;;;;;;;;;
EVTDESC_Plus_1526;Success! A few rumors spread in the courts of both [target_spy_on.GetTitledFirstNameNoRegnal] and [target_new_rival.GetTitledFirstNameNoRegnal] have resulted in their mutual dislike blossoming into a new rivalry. Now all that remains is to see where this leads...;Success! A few rumors spread in the courts of both [target_spy_on.GetTitledFirstNameNoRegnal] and [target_new_rival.GetTitledFirstNameNoRegnal] have resulted in their mutual dislike blossoming into a new rivalry. Now all that remains is to see where this leads...;Success! A few rumors spread in the courts of both [target_spy_on.GetTitledFirstNameNoRegnal] and [target_new_rival.GetTitledFirstNameNoRegnal] have resulted in their mutual dislike blossoming into a new rivalry. Now all that remains is to see where this leads...;;Success! A few rumors spread in the courts of both [target_spy_on.GetTitledFirstNameNoRegnal] and [target_new_rival.GetTitledFirstNameNoRegnal] have resulted in their mutual dislike blossoming into a new rivalry. Now all that remains is to see where this leads...;;;;;;;;;
EVTDESC_Plus_1527;You've never cared for [target_new_rival.GetTitledName] overly much, nor [target_new_rival.GetSheHe] for you, but lately your court is constantly filled with rumors of the terrible things [target_new_rival.GetSheHe] has been saying about you. It is beyond the pale, and enough is enough!;You've never cared for [target_new_rival.GetTitledName] overly much, nor [target_new_rival.GetSheHe] for you, but lately your court is constantly filled with rumors of the terrible things [target_new_rival.GetSheHe] has been saying about you. It is beyond the pale, and enough is enough!;You've never cared for [target_new_rival.GetTitledName] overly much, nor [target_new_rival.GetSheHe] for you, but lately your court is constantly filled with rumors of the terrible things [target_new_rival.GetSheHe] has been saying about you. It is beyond the pale, and enough is enough!;;You've never cared for [target_new_rival.GetTitledName] overly much, nor [target_new_rival.GetSheHe] for you, but lately your court is constantly filled with rumors of the terrible things [target_new_rival.GetSheHe] has been saying about you. It is beyond the pale, and enough is enough!;;;;;;;;;
EVTOPTA_Plus_1527;How dare [target_new_rival.GetSheHe]!;How dare [target_new_rival.GetSheHe]!;How dare [target_new_rival.GetSheHe]!;;How dare [target_new_rival.GetSheHe]!;;;;;;;;;
EVTDESC_Plus_1528;You've never cared for [target_spy_on.GetTitledName] overly much, nor [target_spy_on.GetSheHe] for you, but lately your court is constantly filled with rumors of the terrible things [target_spy_on.GetSheHe] has been saying about you. It is beyond the pale, and enough is enough!;You've never cared for [target_spy_on.GetTitledName] overly much, nor [target_spy_on.GetSheHe] for you, but lately your court is constantly filled with rumors of the terrible things [target_spy_on.GetSheHe] has been saying about you. It is beyond the pale, and enough is enough!;You've never cared for [target_spy_on.GetTitledName] overly much, nor [target_spy_on.GetSheHe] for you, but lately your court is constantly filled with rumors of the terrible things [target_spy_on.GetSheHe] has been saying about you. It is beyond the pale, and enough is enough!;;You've never cared for [target_spy_on.GetTitledName] overly much, nor [target_spy_on.GetSheHe] for you, but lately your court is constantly filled with rumors of the terrible things [target_spy_on.GetSheHe] has been saying about you. It is beyond the pale, and enough is enough!;;;;;;;;;
EVTOPTA_Plus_1528;How dare [target_spy_on.GetSheHe]!;How dare [target_spy_on.GetSheHe]!;How dare [target_spy_on.GetSheHe]!;;How dare [target_spy_on.GetSheHe]!;;;;;;;;;
EVTDESC_Plus_1529;While you've filled the courts of both [target_spy_on.GetTitledFirstNameNoRegnal] and [target_new_rival.GetTitledFirstNameNoRegnal] with rumors, neither of them seems to have taken the bait. At best, they are irritated with each other. Thankfully, neither has clued into the fact that the rumors have come from you.;While you've filled the courts of both [target_spy_on.GetTitledFirstNameNoRegnal] and [target_new_rival.GetTitledFirstNameNoRegnal] with rumors, neither of them seems to have taken the bait. At best, they are irritated with each other. Thankfully, neither has clued into the fact that the rumors have come from you.;While you've filled the courts of both [target_spy_on.GetTitledFirstNameNoRegnal] and [target_new_rival.GetTitledFirstNameNoRegnal] with rumors, neither of them seems to have taken the bait. At best, they are irritated with each other. Thankfully, neither has clued into the fact that the rumors have come from you.;;While you've filled the courts of both [target_spy_on.GetTitledFirstNameNoRegnal] and [target_new_rival.GetTitledFirstNameNoRegnal] with rumors, neither of them seems to have taken the bait. At best, they are irritated with each other. Thankfully, neither has clued into the fact that the rumors have come from you.;;;;;;;;;
EVTDESC_Plus_1530;You've never cared for [target_new_rival.GetTitledName] overly much, nor [target_new_rival.GetSheHe] for you, but lately your court is filled with constant rumors regarding how much [target_new_rival.GetSheHe] dislikes you. Even so, you find it hard to credit this talk as more than just talk.;You've never cared for [target_new_rival.GetTitledName] overly much, nor [target_new_rival.GetSheHe] for you, but lately your court is filled with constant rumors regarding how much [target_new_rival.GetSheHe] dislikes you. Even so, you find it hard to credit this talk as more than just talk.;You've never cared for [target_new_rival.GetTitledName] overly much, nor [target_new_rival.GetSheHe] for you, but lately your court is filled with constant rumors regarding how much [target_new_rival.GetSheHe] dislikes you. Even so, you find it hard to credit this talk as more than just talk.;;You've never cared for [target_new_rival.GetTitledName] overly much, nor [target_new_rival.GetSheHe] for you, but lately your court is filled with constant rumors regarding how much [target_new_rival.GetSheHe] dislikes you. Even so, you find it hard to credit this talk as more than just talk.;;;;;;;;;
EVTOPTA_Plus_1530;I so despise court gossip;I so despise court gossip;I so despise court gossip;;I so despise court gossip;;;;;;;;;
